"booking_service_id","booking_id","service_id","quantity","unit_price_inr","base_amount_inr","gst_amount_inr","total_price_inr","service_date","service_time","status","staff_assigned","special_instructions","guest_rating","guest_feedback","created_at","updated_at"
"BS002013","IND003732","SVC0287",4,"1734.54","6938.16","1248.87","8187.03","2025-08-02","21:46:00","Pending","EMP0613","Hindi speaking staff",3,"Good service","2025-07-30 22:06:40","2025-08-02 18:06:40"
"BS002014","IND002440","SVC0021",4,"2151.02","8604.08","1548.73","10152.81","2025-06-23","13:17:00","Pending","EMP0320","Extra towels requested",3,"Excellent service","2025-06-23 09:06:40","2025-06-23 18:06:40"
"BS002015","IND004953","SVC0138",1,"7930.21","7930.21","1427.44","9357.65","2025-09-15","07:08:00","Pending","EMP0263","Extra towels requested",5,"Excellent service","2025-09-13 16:06:40","2025-09-15 18:06:40"
"BS002016","IND004949","SVC0225",3,"2940.51","8821.53","1587.88","10409.41","2025-10-01","12:48:00","Confirmed","EMP0407","Hindi speaking staff",NULL,"Outstanding","2025-09-29 15:06:40","2025-10-01 18:06:40"
"BS002017","IND004712","SVC0275",2,"4963.51","9927.02","1786.86","11713.88","2025-10-02","19:18:00","Pending","EMP0578","English speaking staff",4,"Satisfied","2025-10-01 01:06:40","2025-10-02 18:06:40"
"BS002018","IND001933","SVC0278",4,"5956.97","23827.88","4289.02","28116.90","2025-09-20","11:23:00","Cancelled","EMP0703","No spicy food",NULL,NULL,"2025-09-18 04:06:40","2025-09-20 18:06:40"
"BS002019","IND001204","SVC0003",3,"3960.63","11881.89","2138.74","14020.63","2025-08-28","16:29:00","Pending","EMP0300","Extra towels requested",NULL,"Highly recommended","2025-08-26 19:06:40","2025-08-28 18:06:40"
"BS002020","IND003693","SVC0019",3,"2291.64","6874.92","1237.49","8112.41","2025-07-17","11:04:00","In Progress","EMP0037","Vegetarian preference",NULL,"Satisfied","2025-07-16 12:06:40","2025-07-17 18:06:40"
"BS002021","IND000894","SVC0068",2,"4163.11","8326.22","1498.72","9824.94","2025-08-30","22:00:00","Completed","EMP0275","English speaking staff",5,"Outstanding","2025-08-27 23:06:40","2025-08-30 18:06:40"
"BS002022","IND001479","SVC0278",4,"7703.85","30815.40","5546.77","36362.17","2025-07-25","11:36:00","Completed","EMP0185","No spicy food",5,"Average experience","2025-07-24 12:06:40","2025-07-25 18:06:40"
"BS002023","IND000870","SVC0042",5,"6372.29","31861.45","5735.06","37596.51","2025-10-09","13:38:00","In Progress","EMP0314","Traditional setup",NULL,"Highly recommended","2025-10-08 05:06:40","2025-10-09 18:06:40"
"BS002024","IND004013","SVC0117",3,"245.98","737.94","132.83","870.77","2025-10-15","13:54:00","Pending","EMP0032","Early morning service",NULL,"Outstanding","2025-10-15 13:06:40","2025-10-15 18:06:40"
"BS002025","IND001248","SVC0081",1,"5547.30","5547.30","998.51","6545.81","2025-08-16","13:20:00","Completed","EMP0719","Early morning service",NULL,NULL,"2025-08-16 15:06:40","2025-08-16 18:06:40"
"BS002026","IND004990","SVC0085",5,"7679.67","38398.35","6911.70","45310.05","2025-08-13","17:51:00","Completed","EMP0050","No spicy food",5,"Very good experience","2025-08-11 23:06:40","2025-08-13 18:06:40"
"BS002027","IND003432","SVC0016",5,"4371.02","21855.10","3933.92","25789.02","2025-08-20","12:41:00","Cancelled","EMP0495","Early morning service",5,"Good service","2025-08-19 18:06:40","2025-08-20 18:06:40"
"BS002028","IND000923","SVC0112",3,"1043.13","3129.39","563.29","3692.68","2025-08-07","16:08:00","In Progress","EMP0544","Early morning service",5,"Satisfied","2025-08-06 02:06:40","2025-08-07 18:06:40"
"BS002029","IND000507","SVC0155",4,"2738.75","10955.00","1971.90","12926.90","2025-07-06","07:54:00","Cancelled","EMP0630","Hindi speaking staff",NULL,NULL,"2025-07-04 07:06:40","2025-07-06 18:06:40"
"BS002030","IND001184","SVC0159",3,"6739.23","20217.69","3639.18","23856.87","2025-08-24","19:03:00","In Progress","EMP0783","Late evening service",NULL,"Excellent service","2025-08-24 09:06:40","2025-08-24 18:06:40"
"BS002031","IND004834","SVC0177",4,"6775.53","27102.12","4878.38","31980.50","2025-06-30","07:32:00","Completed","EMP0713","Late evening service",5,"Outstanding","2025-06-29 18:06:40","2025-06-30 18:06:40"
"BS002032","IND002944","SVC0295",4,"7422.66","29690.64","5344.32","35034.96","2025-08-13","18:13:00","Confirmed","EMP0650","Private session",4,"Very good experience","2025-08-12 21:06:40","2025-08-13 18:06:40"
"BS002033","IND002024","SVC0273",2,"5593.57","11187.14","2013.69","13200.83","2025-09-08","07:30:00","In Progress","EMP0291","Extra towels requested",3,"Excellent service","2025-09-06 07:06:40","2025-09-08 18:06:40"
"BS002034","IND001229","SVC0284",2,"5136.43","10272.86","1849.11","12121.97","2025-08-13","11:27:00","Completed","EMP0525","Hindi speaking staff",4,"Satisfied","2025-08-12 06:06:40","2025-08-13 18:06:40"
"BS002035","IND001034","SVC0221",2,"4584.14","9168.28","1650.29","10818.57","2025-09-09","17:20:00","Pending","EMP0634","Quiet service please",NULL,NULL,"2025-09-08 08:06:40","2025-09-09 18:06:40"
"BS002036","IND002954","SVC0141",4,"2786.63","11146.52","2006.37","13152.89","2025-09-15","19:43:00","In Progress","EMP0712","English speaking staff",5,"Good service","2025-09-15 13:06:40","2025-09-15 18:06:40"
"BS002037","IND000460","SVC0280",1,"5387.43","5387.43","969.74","6357.17","2025-07-24","14:14:00","Pending","EMP0453","Group service",5,"Very good experience","2025-07-23 04:06:40","2025-07-24 18:06:40"
"BS002038","IND003700","SVC0064",5,"4857.27","24286.35","4371.54","28657.89","2025-08-31","12:28:00","Completed","EMP0433","English speaking staff",5,"Average experience","2025-08-29 20:06:40","2025-08-31 18:06:40"
"BS002039","IND002963","SVC0267",2,"1941.90","3883.80","699.08","4582.88","2025-10-15","06:21:00","Pending","EMP0275","Late evening service",NULL,"Highly recommended","2025-10-13 08:06:40","2025-10-15 18:06:40"
"BS002040","IND003184","SVC0037",5,"3561.78","17808.90","3205.60","21014.50","2025-07-17","21:02:00","Confirmed","EMP0241","None",4,"Average experience","2025-07-15 13:06:40","2025-07-17 18:06:40"
"BS002041","IND001161","SVC0028",4,"6439.83","25759.32","4636.68","30396.00","2025-06-30","12:09:00","Completed","EMP0326","Early morning service",3,"Average experience","2025-06-28 20:06:40","2025-06-30 18:06:40"
"BS002042","IND002104","SVC0018",1,"2577.36","2577.36","463.92","3041.28","2025-09-19","16:49:00","Pending","EMP0177","Hindi speaking staff",5,"Satisfied","2025-09-19 15:06:40","2025-09-19 18:06:40"
"BS002043","IND003631","SVC0062",3,"251.40","754.20","135.76","889.96","2025-10-13","06:11:00","Pending","EMP0130","No spicy food",5,"Good service","2025-10-13 02:06:40","2025-10-13 18:06:40"
"BS002044","IND000387","SVC0022",2,"5617.12","11234.24","2022.16","13256.40","2025-10-14","14:31:00","Completed","EMP0724","No spicy food",4,"Outstanding","2025-10-14 09:06:40","2025-10-14 18:06:40"
"BS002045","IND001419","SVC0226",3,"1828.90","5486.70","987.61","6474.31","2025-09-04","20:55:00","Confirmed","EMP0456","No spicy food",3,"Outstanding","2025-09-04 09:06:40","2025-09-04 18:06:40"
"BS002046","IND000706","SVC0195",3,"2917.91","8753.73","1575.67","10329.40","2025-07-10","15:01:00","Cancelled","EMP0764","None",5,"Excellent service","2025-07-09 01:06:40","2025-07-10 18:06:40"
"BS002047","IND000775","SVC0159",5,"1090.26","5451.30","981.23","6432.53","2025-10-01","09:34:00","Completed","EMP0478","Group service",NULL,"Excellent service","2025-09-30 09:06:40","2025-10-01 18:06:40"
"BS002048","IND001217","SVC0244",3,"1780.92","5342.76","961.70","6304.46","2025-07-11","19:25:00","Pending","EMP0208","Traditional setup",5,"Average experience","2025-07-09 06:06:40","2025-07-11 18:06:40"
"BS002049","IND004908","SVC0116",4,"6040.19","24160.76","4348.94","28509.70","2025-08-24","12:59:00","In Progress","EMP0249","Hindi speaking staff",3,"Satisfied","2025-08-22 19:06:40","2025-08-24 18:06:40"
"BS002050","IND002127","SVC0279",3,"979.09","2937.27","528.71","3465.98","2025-09-13","19:14:00","Pending","EMP0635","Late evening service",3,"Satisfied","2025-09-12 21:06:40","2025-09-13 18:06:40"
"BS002051","IND002981","SVC0244",1,"1619.51","1619.51","291.51","1911.02","2025-10-06","12:00:00","In Progress","EMP0106","Early morning service",4,"Satisfied","2025-10-05 09:06:40","2025-10-06 18:06:40"
"BS002052","IND001882","SVC0161",2,"6355.85","12711.70","2288.11","14999.81","2025-06-21","23:06:00","In Progress","EMP0193","Group service",4,"Average experience","2025-06-20 07:06:40","2025-06-21 18:06:40"
"BS002053","IND002880","SVC0137",3,"7363.04","22089.12","3976.04","26065.16","2025-06-27","18:54:00","Cancelled","EMP0262","Group service",NULL,"Highly recommended","2025-06-26 01:06:40","2025-06-27 18:06:40"
"BS002054","IND002030","SVC0244",3,"2667.31","8001.93","1440.35","9442.28","2025-09-08","22:46:00","Confirmed","EMP0505","English speaking staff",5,"Satisfied","2025-09-08 10:06:40","2025-09-08 18:06:40"
"BS002055","IND003207","SVC0292",2,"6616.76","13233.52","2382.03","15615.55","2025-09-05","06:03:00","Confirmed","EMP0364","Early morning service",3,"Good service","2025-09-05 15:06:40","2025-09-05 18:06:40"
"BS002056","IND002173","SVC0294",5,"6850.18","34250.90","6165.16","40416.06","2025-07-25","19:58:00","Cancelled","EMP0391","Vegetarian preference",4,"Outstanding","2025-07-23 17:06:40","2025-07-25 18:06:40"
"BS002057","IND004120","SVC0239",2,"2792.50","5585.00","1005.30","6590.30","2025-07-01","18:25:00","In Progress","EMP0599","Hindi speaking staff",NULL,"Average experience","2025-06-29 00:06:40","2025-07-01 18:06:40"
"BS002058","IND000923","SVC0207",5,"2099.73","10498.65","1889.76","12388.41","2025-09-03","21:43:00","Cancelled","EMP0653","Hindi speaking staff",4,"Average experience","2025-09-03 15:06:40","2025-09-03 18:06:40"
"BS002059","IND001339","SVC0261",3,"4510.22","13530.66","2435.52","15966.18","2025-07-09","18:16:00","Completed","EMP0748","Group service",5,"Highly recommended","2025-07-07 04:06:40","2025-07-09 18:06:40"
"BS002060","IND002036","SVC0240",2,"2481.13","4962.26","893.21","5855.47","2025-07-30","20:17:00","In Progress","EMP0329","Call before arrival",4,"Average experience","2025-07-28 08:06:40","2025-07-30 18:06:40"
"BS002061","IND001831","SVC0037",3,"4376.60","13129.80","2363.36","15493.16","2025-08-17","08:14:00","Pending","EMP0753","Traditional setup",NULL,"Very good experience","2025-08-17 02:06:40","2025-08-17 18:06:40"
"BS002062","IND003147","SVC0112",1,"2570.26","2570.26","462.65","3032.91","2025-08-10","19:34:00","Pending","EMP0728","Vegetarian preference",NULL,"Good service","2025-08-08 08:06:40","2025-08-10 18:06:40"
"BS002063","IND003289","SVC0173",2,"4286.44","8572.88","1543.12","10116.00","2025-07-02","15:20:00","In Progress","EMP0624","Extra towels requested",4,"Satisfied","2025-06-30 00:06:40","2025-07-02 18:06:40"
"BS002064","IND004629","SVC0205",2,"7717.06","15434.12","2778.14","18212.26","2025-08-20","17:07:00","Completed","EMP0100","Call before arrival",5,"Outstanding","2025-08-19 05:06:40","2025-08-20 18:06:40"
"BS002065","IND001631","SVC0078",2,"3834.05","7668.10","1380.26","9048.36","2025-09-20","20:18:00","Pending","EMP0147","No spicy food",3,"Good service","2025-09-18 08:06:40","2025-09-20 18:06:40"
"BS002066","IND002709","SVC0070",4,"7046.82","28187.28","5073.71","33260.99","2025-07-30","17:04:00","Cancelled","EMP0457","Vegetarian preference",5,NULL,"2025-07-28 03:06:40","2025-07-30 18:06:40"
"BS002067","IND002350","SVC0129",4,"881.21","3524.84","634.47","4159.31","2025-09-07","07:20:00","In Progress","EMP0130","English speaking staff",NULL,"Excellent service","2025-09-07 05:06:40","2025-09-07 18:06:40"
"BS002068","IND000387","SVC0185",1,"4543.53","4543.53","817.84","5361.37","2025-09-06","19:51:00","Cancelled","EMP0224","Vegetarian preference",NULL,"Highly recommended","2025-09-05 14:06:40","2025-09-06 18:06:40"
"BS002069","IND003486","SVC0253",1,"1240.61","1240.61","223.31","1463.92","2025-07-31","14:23:00","Completed","EMP0583","Group service",5,"Outstanding","2025-07-30 13:06:40","2025-07-31 18:06:40"
"BS002070","IND002411","SVC0178",5,"4680.04","23400.20","4212.04","27612.24","2025-10-01","10:56:00","In Progress","EMP0407","Group service",5,"Good service","2025-09-29 22:06:40","2025-10-01 18:06:40"
"BS002071","IND001291","SVC0013",5,"3870.94","19354.70","3483.85","22838.55","2025-08-28","14:01:00","Cancelled","EMP0416","Late evening service",3,"Excellent service","2025-08-26 09:06:40","2025-08-28 18:06:40"
"BS002072","IND002976","SVC0150",2,"3497.17","6994.34","1258.98","8253.32","2025-09-28","20:19:00","Cancelled","EMP0214","Private session",4,"Highly recommended","2025-09-27 12:06:40","2025-09-28 18:06:40"
"BS002073","IND003867","SVC0220",1,"5355.10","5355.10","963.92","6319.02","2025-07-15","16:33:00","Completed","EMP0427","Call before arrival",3,"Good service","2025-07-12 19:06:40","2025-07-15 18:06:40"
"BS002074","IND001995","SVC0254",5,"4449.30","22246.50","4004.37","26250.87","2025-07-08","21:53:00","Cancelled","EMP0318","English speaking staff",3,"Highly recommended","2025-07-06 00:06:40","2025-07-08 18:06:40"
"BS002075","IND000760","SVC0147",2,"2627.37","5254.74","945.85","6200.59","2025-10-06","21:04:00","In Progress","EMP0086","Early morning service",4,"Highly recommended","2025-10-05 12:06:40","2025-10-06 18:06:40"
"BS002076","IND003874","SVC0065",2,"6173.88","12347.76","2222.60","14570.36","2025-09-19","15:01:00","Confirmed","EMP0668","English speaking staff",NULL,NULL,"2025-09-19 09:06:40","2025-09-19 18:06:40"
"BS002077","IND002081","SVC0088",2,"4701.38","9402.76","1692.50","11095.26","2025-06-20","15:43:00","Pending","EMP0623","Late evening service",NULL,"Satisfied","2025-06-20 03:06:40","2025-06-20 18:06:40"
"BS002078","IND003589","SVC0260",5,"2419.51","12097.55","2177.56","14275.11","2025-07-08","20:27:00","Pending","EMP0759","Early morning service",4,"Satisfied","2025-07-07 16:06:40","2025-07-08 18:06:40"
"BS002079","IND001214","SVC0249",4,"2159.28","8637.12","1554.68","10191.80","2025-07-16","20:38:00","Pending","EMP0679","Late evening service",5,"Outstanding","2025-07-16 15:06:40","2025-07-16 18:06:40"
"BS002080","IND001039","SVC0026",3,"1514.90","4544.70","818.05","5362.75","2025-08-27","20:47:00","In Progress","EMP0302","Traditional setup",5,NULL,"2025-08-25 08:06:40","2025-08-27 18:06:40"
"BS002081","IND002477","SVC0224",3,"6876.77","20630.31","3713.46","24343.77","2025-07-11","08:38:00","Cancelled","EMP0047","Hindi speaking staff",NULL,"Highly recommended","2025-07-11 09:06:40","2025-07-11 18:06:40"
"BS002082","IND002876","SVC0131",1,"2973.40","2973.40","535.21","3508.61","2025-07-18","20:55:00","Pending","EMP0680","Vegetarian preference",4,"Outstanding","2025-07-18 09:06:40","2025-07-18 18:06:40"
"BS002083","IND001398","SVC0203",2,"1451.90","2903.80","522.68","3426.48","2025-08-31","18:44:00","Cancelled","EMP0796","Hindi speaking staff",4,"Good service","2025-08-31 09:06:40","2025-08-31 18:06:40"
"BS002084","IND002316","SVC0177",1,"7327.85","7327.85","1319.01","8646.86","2025-09-20","23:15:00","Confirmed","EMP0510","Private session",5,"Satisfied","2025-09-20 08:06:40","2025-09-20 18:06:40"
"BS002085","IND003457","SVC0251",1,"5525.79","5525.79","994.64","6520.43","2025-06-26","20:45:00","In Progress","EMP0549","Private session",4,"Good service","2025-06-26 15:06:40","2025-06-26 18:06:40"
"BS002086","IND003789","SVC0138",4,"1131.89","4527.56","814.96","5342.52","2025-08-07","06:07:00","Confirmed","EMP0398","Vegetarian preference",3,"Outstanding","2025-08-05 06:06:40","2025-08-07 18:06:40"
"BS002087","IND000407","SVC0267",2,"3083.88","6167.76","1110.20","7277.96","2025-08-21","23:19:00","Cancelled","EMP0355","English speaking staff",4,"Outstanding","2025-08-20 12:06:40","2025-08-21 18:06:40"
"BS002088","IND001944","SVC0029",1,"1199.97","1199.97","215.99","1415.96","2025-07-07","14:01:00","Completed","EMP0552","Vegetarian preference",3,"Satisfied","2025-07-06 02:06:40","2025-07-07 18:06:40"
"BS002089","IND000002","SVC0124",2,"506.43","1012.86","182.31","1195.17","2025-08-31","21:31:00","Pending","EMP0477","Hindi speaking staff",NULL,"Outstanding","2025-08-29 10:06:40","2025-08-31 18:06:40"
"BS002090","IND003239","SVC0163",3,"6886.64","20659.92","3718.79","24378.71","2025-10-13","20:33:00","Cancelled","EMP0758","Group service",3,"Very good experience","2025-10-13 15:06:40","2025-10-13 18:06:40"
"BS002091","IND001875","SVC0250",4,"6210.19","24840.76","4471.34","29312.10","2025-09-04","14:25:00","Confirmed","EMP0752","Call before arrival",4,NULL,"2025-09-03 11:06:40","2025-09-04 18:06:40"
"BS002092","IND002154","SVC0060",2,"2991.95","5983.90","1077.10","7061.00","2025-07-02","10:41:00","Completed","EMP0238","English speaking staff",5,"Satisfied","2025-07-02 15:06:40","2025-07-02 18:06:40"
"BS002093","IND000314","SVC0146",1,"6368.39","6368.39","1146.31","7514.70","2025-07-12","11:51:00","Pending","EMP0787","Early morning service",4,"Highly recommended","2025-07-12 02:06:40","2025-07-12 18:06:40"
"BS002094","IND000966","SVC0168",2,"5986.87","11973.74","2155.27","14129.01","2025-09-06","20:48:00","In Progress","EMP0164","Call before arrival",5,"Excellent service","2025-09-05 18:06:40","2025-09-06 18:06:40"
"BS002095","IND004774","SVC0137",4,"340.66","1362.64","245.28","1607.92","2025-09-05","08:03:00","In Progress","EMP0416","Late evening service",NULL,"Excellent service","2025-09-03 22:06:40","2025-09-05 18:06:40"
"BS002096","IND002150","SVC0094",2,"4113.44","8226.88","1480.84","9707.72","2025-06-26","17:34:00","Cancelled","EMP0341","Extra towels requested",NULL,"Highly recommended","2025-06-26 04:06:40","2025-06-26 18:06:40"
"BS002097","IND004499","SVC0263",4,"262.70","1050.80","189.14","1239.94","2025-10-08","08:02:00","Confirmed","EMP0168","Group service",4,"Satisfied","2025-10-08 14:06:40","2025-10-08 18:06:40"
"BS002098","IND004689","SVC0038",1,"2582.06","2582.06","464.77","3046.83","2025-08-25","10:17:00","Completed","EMP0144","Vegetarian preference",3,"Average experience","2025-08-23 22:06:40","2025-08-25 18:06:40"
"BS002099","IND001122","SVC0283",4,"6289.55","25158.20","4528.48","29686.68","2025-10-08","23:19:00","Confirmed","EMP0545","Traditional setup",4,"Average experience","2025-10-07 06:06:40","2025-10-08 18:06:40"
"BS002100","IND004248","SVC0222",2,"2194.97","4389.94","790.19","5180.13","2025-06-25","12:39:00","In Progress","EMP0798","Early morning service",3,NULL,"2025-06-24 12:06:40","2025-06-25 18:06:40"
"BS002101","IND000617","SVC0171",3,"4666.36","13999.08","2519.83","16518.91","2025-09-01","16:21:00","Confirmed","EMP0405","Quiet service please",NULL,"Excellent service","2025-08-31 08:06:40","2025-09-01 18:06:40"
"BS002102","IND002624","SVC0224",2,"428.16","856.32","154.14","1010.46","2025-08-19","18:08:00","In Progress","EMP0302","Early morning service",4,"Highly recommended","2025-08-19 04:06:40","2025-08-19 18:06:40"
"BS002103","IND000978","SVC0275",1,"256.72","256.72","46.21","302.93","2025-08-15","19:47:00","In Progress","EMP0012","No spicy food",5,"Excellent service","2025-08-12 19:06:40","2025-08-15 18:06:40"
"BS002104","IND004387","SVC0018",5,"7113.35","35566.75","6402.01","41968.76","2025-09-30","10:25:00","In Progress","EMP0795","Late evening service",4,"Outstanding","2025-09-28 19:06:40","2025-09-30 18:06:40"
"BS002105","IND003710","SVC0045",3,"712.98","2138.94","385.01","2523.95","2025-08-05","12:59:00","Cancelled","EMP0260","Vegetarian preference",4,"Good service","2025-08-02 21:06:40","2025-08-05 18:06:40"
"BS002106","IND001160","SVC0108",3,"5078.66","15235.98","2742.48","17978.46","2025-09-14","08:46:00","Cancelled","EMP0657","English speaking staff",NULL,"Highly recommended","2025-09-12 06:06:40","2025-09-14 18:06:40"
"BS002107","IND000176","SVC0002",5,"2896.90","14484.50","2607.21","17091.71","2025-07-23","10:00:00","Cancelled","EMP0582","Traditional setup",NULL,"Outstanding","2025-07-21 10:06:40","2025-07-23 18:06:40"
"BS002108","IND004295","SVC0065",2,"3130.03","6260.06","1126.81","7386.87","2025-08-16","07:55:00","Cancelled","EMP0675","Private session",4,"Good service","2025-08-15 15:06:40","2025-08-16 18:06:40"
"BS002109","IND000998","SVC0065",3,"1597.47","4792.41","862.63","5655.04","2025-07-16","13:51:00","Confirmed","EMP0257","Group service",4,"Highly recommended","2025-07-14 22:06:40","2025-07-16 18:06:40"
"BS002110","IND002750","SVC0011",5,"4172.81","20864.05","3755.53","24619.58","2025-07-12","15:13:00","In Progress","EMP0336","Early morning service",NULL,"Highly recommended","2025-07-11 09:06:40","2025-07-12 18:06:40"
"BS002111","IND004593","SVC0187",5,"3775.20","18876.00","3397.68","22273.68","2025-10-01","16:22:00","Confirmed","EMP0340","Private session",NULL,"Highly recommended","2025-09-29 01:06:40","2025-10-01 18:06:40"
"BS002112","IND004377","SVC0293",2,"4448.40","8896.80","1601.42","10498.22","2025-10-02","12:00:00","In Progress","EMP0470","Early morning service",5,"Outstanding","2025-10-01 00:06:40","2025-10-02 18:06:40"
"BS002113","IND004387","SVC0262",4,"377.47","1509.88","271.78","1781.66","2025-09-02","08:52:00","Completed","EMP0751","Hindi speaking staff",3,"Satisfied","2025-09-01 22:06:40","2025-09-02 18:06:40"
"BS002114","IND001944","SVC0046",4,"7717.51","30870.04","5556.61","36426.65","2025-06-20","22:56:00","Cancelled","EMP0627","Extra towels requested",5,"Excellent service","2025-06-18 10:06:40","2025-06-20 18:06:40"
"BS002115","IND003530","SVC0209",2,"7965.21","15930.42","2867.48","18797.90","2025-07-06","08:46:00","Cancelled","EMP0299","Quiet service please",5,"Outstanding","2025-07-06 05:06:40","2025-07-06 18:06:40"
"BS002116","IND000516","SVC0258",4,"3741.40","14965.60","2693.81","17659.41","2025-09-12","19:46:00","Completed","EMP0370","Late evening service",4,"Good service","2025-09-11 11:06:40","2025-09-12 18:06:40"
"BS002117","IND002541","SVC0013",2,"2849.18","5698.36","1025.70","6724.06","2025-07-24","11:54:00","Pending","EMP0410","No spicy food",3,"Very good experience","2025-07-22 02:06:40","2025-07-24 18:06:40"
"BS002118","IND004141","SVC0016",1,"553.12","553.12","99.56","652.68","2025-06-28","20:02:00","Confirmed","EMP0305","Call before arrival",NULL,"Good service","2025-06-28 11:06:40","2025-06-28 18:06:40"
"BS002119","IND002041","SVC0119",5,"4895.91","24479.55","4406.32","28885.87","2025-07-24","13:14:00","Confirmed","EMP0428","Hindi speaking staff",NULL,"Highly recommended","2025-07-23 08:06:40","2025-07-24 18:06:40"
"BS002120","IND000521","SVC0210",2,"2956.32","5912.64","1064.28","6976.92","2025-08-21","12:44:00","Cancelled","EMP0327","Traditional setup",NULL,"Very good experience","2025-08-20 20:06:40","2025-08-21 18:06:40"
"BS002121","IND003225","SVC0145",3,"1747.46","5242.38","943.63","6186.01","2025-09-13","21:08:00","Cancelled","EMP0654","Call before arrival",5,"Outstanding","2025-09-12 00:06:40","2025-09-13 18:06:40"
"BS002122","IND001383","SVC0090",2,"2329.50","4659.00","838.62","5497.62","2025-09-08","14:18:00","Pending","EMP0086","None",NULL,"Very good experience","2025-09-06 02:06:40","2025-09-08 18:06:40"
"BS002123","IND001436","SVC0215",1,"5041.13","5041.13","907.40","5948.53","2025-09-28","11:03:00","Completed","EMP0717","None",5,"Very good experience","2025-09-27 04:06:40","2025-09-28 18:06:40"
"BS002124","IND003336","SVC0154",3,"3620.52","10861.56","1955.08","12816.64","2025-08-19","19:28:00","Cancelled","EMP0296","Extra towels requested",3,NULL,"2025-08-16 23:06:40","2025-08-19 18:06:40"
"BS002125","IND002392","SVC0170",4,"4960.60","19842.40","3571.63","23414.03","2025-09-25","13:48:00","Pending","EMP0002","None",NULL,"Average experience","2025-09-23 04:06:40","2025-09-25 18:06:40"
"BS002126","IND003423","SVC0027",3,"3651.88","10955.64","1972.02","12927.66","2025-08-13","20:54:00","Confirmed","EMP0556","Early morning service",3,"Average experience","2025-08-12 12:06:40","2025-08-13 18:06:40"
"BS002127","IND004167","SVC0209",2,"6018.57","12037.14","2166.69","14203.83","2025-09-08","09:06:00","Pending","EMP0774","Late evening service",4,"Satisfied","2025-09-06 09:06:40","2025-09-08 18:06:40"
"BS002128","IND000492","SVC0192",1,"7494.45","7494.45","1349.00","8843.45","2025-09-26","10:32:00","Pending","EMP0759","Extra towels requested",4,"Excellent service","2025-09-23 18:06:40","2025-09-26 18:06:40"
"BS002129","IND002390","SVC0145",3,"1642.03","4926.09","886.70","5812.79","2025-08-31","11:20:00","Cancelled","EMP0262","Early morning service",5,"Very good experience","2025-08-30 21:06:40","2025-08-31 18:06:40"
"BS002130","IND003940","SVC0103",4,"500.89","2003.56","360.64","2364.20","2025-07-01","20:00:00","Pending","EMP0064","Call before arrival",3,NULL,"2025-06-30 12:06:40","2025-07-01 18:06:40"
"BS002131","IND001337","SVC0249",2,"2712.45","5424.90","976.48","6401.38","2025-07-05","20:12:00","Confirmed","EMP0592","English speaking staff",3,"Excellent service","2025-07-05 11:06:40","2025-07-05 18:06:40"
"BS002132","IND004281","SVC0097",5,"4076.74","20383.70","3669.07","24052.77","2025-07-28","10:54:00","In Progress","EMP0736","Traditional setup",4,"Average experience","2025-07-28 16:06:40","2025-07-28 18:06:40"
"BS002133","IND003947","SVC0039",1,"4106.18","4106.18","739.11","4845.29","2025-09-04","15:34:00","Cancelled","EMP0522","Private session",NULL,"Very good experience","2025-09-02 17:06:40","2025-09-04 18:06:40"
"BS002134","IND000287","SVC0043",1,"554.06","554.06","99.73","653.79","2025-09-09","14:01:00","Completed","EMP0119","Late evening service",4,"Excellent service","2025-09-07 06:06:40","2025-09-09 18:06:40"
"BS002135","IND004067","SVC0080",4,"246.31","985.24","177.34","1162.58","2025-10-05","15:15:00","Pending","EMP0621","Extra towels requested",5,"Excellent service","2025-10-04 01:06:40","2025-10-05 18:06:40"
"BS002136","IND000604","SVC0239",5,"2485.34","12426.70","2236.81","14663.51","2025-06-21","22:25:00","Confirmed","EMP0607","Quiet service please",NULL,NULL,"2025-06-19 00:06:40","2025-06-21 18:06:40"
"BS002137","IND003457","SVC0195",4,"5171.89","20687.56","3723.76","24411.32","2025-10-17","07:36:00","In Progress","EMP0732","Private session",5,"Good service","2025-10-15 01:06:40","2025-10-17 18:06:40"
"BS002138","IND002086","SVC0182",5,"3060.76","15303.80","2754.68","18058.48","2025-07-17","09:33:00","In Progress","EMP0289","Traditional setup",5,"Excellent service","2025-07-16 00:06:40","2025-07-17 18:06:40"
"BS002139","IND003574","SVC0050",2,"1315.49","2630.98","473.58","3104.56","2025-09-06","13:12:00","Cancelled","EMP0073","Hindi speaking staff",5,NULL,"2025-09-06 07:06:40","2025-09-06 18:06:40"
"BS002140","IND003702","SVC0201",5,"5433.64","27168.20","4890.28","32058.48","2025-09-26","07:58:00","Pending","EMP0323","No spicy food",4,"Good service","2025-09-25 17:06:40","2025-09-26 18:06:40"
"BS002141","IND000243","SVC0127",3,"4465.08","13395.24","2411.14","15806.38","2025-09-15","07:19:00","Cancelled","EMP0015","Quiet service please",5,"Highly recommended","2025-09-13 08:06:40","2025-09-15 18:06:40"
"BS002142","IND004317","SVC0175",2,"3720.84","7441.68","1339.50","8781.18","2025-08-19","10:10:00","Completed","EMP0105","No spicy food",3,NULL,"2025-08-19 11:06:40","2025-08-19 18:06:40"
