"booking_id","customer_id","hotel_id","room_id","check_in_date","check_out_date","nights","adults","children","total_guests","booking_status","payment_status","base_amount_inr","gst_amount_inr","total_amount_inr","paid_amount_inr","booking_date","special_requests","booking_source","cancellation_policy","guest_nationality","created_at"
"IND003707",3450,19,1039,"2025-11-17","2025-11-28",11,2,0,2,"Pending","Refunded","340879.00","40905.48","381784.48","182799.29","2025-09-27","Cultural tour arrangement","Walk-in","24 hours before check-in","Indian","2025-09-14 14:55:14"
"IND003708",3906,12,1070,"2026-01-18","2026-01-28",10,2,2,4,"Confirmed","Paid","241970.00","29036.40","271006.40","217031.03","2025-11-04","Vegetarian meals only","Website","24 hours before check-in","Indian","2025-12-14 14:55:14"
"IND003709",4757,43,494,"2025-05-23","2025-06-08",16,3,0,3,"Confirmed","Paid","112976.00","13557.12","126533.12","65235.57","2025-04-10","Late check-in","MakeMyTrip","24 hours before check-in","Foreign","2025-03-18 14:55:14"
"IND003710",1800,23,1999,"2025-10-07","2025-10-20",13,2,3,5,"Checked In","Refunded","214552.00","25746.24","240298.24","205645.44","2025-09-05","Vegetarian meals only","Agoda","24 hours before check-in","Foreign","2025-09-22 14:55:14"
"IND003711",1643,2,1796,"2026-03-02","2026-03-04",2,3,3,6,"Checked Out","Paid","78808.00","9456.96","88264.96","68721.25","2026-01-03","None","Phone","24 hours before check-in","Indian","2026-01-07 14:55:14"
"IND003712",1065,48,654,"2025-12-15","2025-12-20",5,4,3,7,"Pending","Pending","184755.00","22170.60","206925.60","171625.91","2025-11-20","Late check-in","MakeMyTrip","24 hours before check-in","Foreign","2025-09-22 14:55:14"
"IND003713",1927,21,1646,"2026-02-28","2026-03-08",8,6,0,6,"Cancelled","Paid","37808.00","4536.96","42344.96","27037.22","2026-01-23","None","Travel Agent","24 hours before check-in","Foreign","2025-12-15 14:55:14"
"IND003714",7516,27,785,"2025-08-18","2025-08-26",8,3,1,4,"Checked In","Refunded","52088.00","6250.56","58338.56","28242.93","2025-07-18","Late check-in","MakeMyTrip","24 hours before check-in","Indian","2025-06-22 14:55:14"
"IND003715",5304,47,1321,"2026-03-14","2026-03-15",1,4,0,4,"Pending","Refunded","11491.00","1378.92","12869.92","3382.70","2025-12-27","Anniversary celebration","Walk-in","24 hours before check-in","Indian","2026-01-11 14:55:14"
"IND003716",3505,16,2508,"2025-12-13","2025-12-28",15,4,2,6,"Confirmed","Pending","515055.00","61806.60","576861.60","403817.61","2025-10-18","Wedding arrangements","Goibibo","24 hours before check-in","Indian","2025-10-27 14:55:14"
"IND003717",2965,13,2272,"2025-08-03","2025-08-19",16,1,1,2,"Checked In","Pending","353872.00","42464.64","396336.64","72824.53","2025-05-15","Anniversary celebration","Phone","24 hours before check-in","Foreign","2025-07-18 14:55:14"
"IND003718",7506,10,2030,"2025-09-26","2025-09-28",2,3,4,7,"Pending","Pending","61404.00","7368.48","68772.48","10154.90","2025-08-21","Extra towels","Travel Agent","24 hours before check-in","Foreign","2025-09-09 14:55:14"
"IND003719",3863,22,1826,"2025-12-12","2025-12-30",18,1,4,5,"Checked In","Pending","445680.00","53481.60","499161.60","444186.04","2025-11-07","None","Travel Agent","24 hours before check-in","Foreign","2025-10-01 14:55:14"
"IND003720",6852,4,538,"2025-07-01","2025-07-09",8,6,2,8,"No Show","Partial","53008.00","6360.96","59368.96","21058.43","2025-06-02","Quiet room","OYO","24 hours before check-in","Foreign","2025-04-03 14:55:14"
"IND003721",6448,46,1775,"2026-03-21","2026-04-02",12,6,0,6,"No Show","Paid","168912.00","20269.44","189181.44","70107.62","2025-12-27","Vegetarian meals only","Agoda","24 hours before check-in","Indian","2026-03-01 14:55:14"
"IND003722",2743,20,357,"2025-08-15","2025-09-02",18,4,1,5,"Checked In","Pending","456048.00","54725.76","510773.76","81292.95","2025-06-12","Honeymoon package","Walk-in","24 hours before check-in","Foreign","2025-05-27 14:55:14"
"IND003723",2536,48,323,"2025-04-30","2025-05-12",12,4,1,5,"Checked Out","Pending","477036.00","57244.32","534280.32","473660.16","2025-02-02","Late check-in","Agoda","24 hours before check-in","Foreign","2025-03-06 14:55:14"
"IND003724",7506,5,1937,"2025-07-07","2025-07-18",11,4,0,4,"No Show","Partial","358094.00","42971.28","401065.28","72328.65","2025-06-10","Early check-out","Agoda","24 hours before check-in","Foreign","2025-06-15 14:55:14"
"IND003725",6485,22,2092,"2026-03-19","2026-04-09",21,1,4,5,"Checked Out","Paid","821310.00","98557.20","919867.20","762641.97","2025-12-20","Early check-out","Phone","24 hours before check-in","Indian","2026-03-06 14:55:14"
"IND003726",2580,43,1949,"2025-10-18","2025-10-27",9,4,3,7,"No Show","Paid","314586.00","37750.32","352336.32","201511.43","2025-08-02","High floor room","Corporate","24 hours before check-in","Foreign","2025-09-21 14:55:14"
"IND003727",6238,28,1368,"2025-05-12","2025-05-24",12,2,0,2,"Checked Out","Refunded","136560.00","16387.20","152947.20","116332.06","2025-04-08","Late check-in","Goibibo","24 hours before check-in","Foreign","2025-03-07 14:55:14"
"IND003728",892,11,1869,"2025-10-19","2025-11-01",13,6,3,9,"No Show","Pending","372268.00","44672.16","416940.16","147866.30","2025-07-29","Early check-out","Walk-in","24 hours before check-in","Foreign","2025-08-26 14:55:14"
"IND003729",2944,46,1326,"2025-05-14","2025-05-22",8,3,4,7,"Checked In","Refunded","109640.00","13156.80","122796.80","94818.22","2025-04-17","High floor room","Agoda","24 hours before check-in","Indian","2025-03-15 14:55:14"
"IND003730",3513,14,591,"2025-08-08","2025-08-22",14,4,1,5,"Confirmed","Refunded","153664.00","18439.68","172103.68","44591.21","2025-06-18","Quiet room","OYO","24 hours before check-in","Foreign","2025-06-09 14:55:14"
"IND003731",3249,24,999,"2025-11-10","2025-11-22",12,3,0,3,"Confirmed","Partial","91968.00","11036.16","103004.16","41401.94","2025-08-17","Cultural tour arrangement","Agoda","24 hours before check-in","Foreign","2025-10-07 14:55:14"
"IND003732",6883,35,1069,"2026-03-21","2026-03-30",9,5,3,8,"Cancelled","Paid","121086.00","14530.32","135616.32","69755.38","2026-03-03","Business meeting setup","Phone","24 hours before check-in","Foreign","2026-01-14 14:55:14"
"IND003733",2885,44,2668,"2025-10-14","2025-11-02",19,4,1,5,"Cancelled","Paid","75924.00","9110.88","85034.88","56918.90","2025-09-07","Anniversary celebration","Travel Agent","24 hours before check-in","Indian","2025-09-08 14:55:14"
"IND003734",2330,22,255,"2026-03-26","2026-04-06",11,4,2,6,"Pending","Partial","86361.00","10363.32","96724.32","17774.34","2026-01-09","None","Agoda","24 hours before check-in","Indian","2026-02-01 14:55:14"
"IND003735",2496,25,250,"2026-01-30","2026-02-10",11,6,1,7,"Checked Out","Pending","259589.00","31150.68","290739.68","66739.73","2025-11-05","Airport pickup","Corporate","24 hours before check-in","Indian","2025-12-28 14:55:14"
"IND003736",4867,3,2000,"2026-03-17","2026-03-27",10,1,4,5,"Pending","Pending","36140.00","4336.80","40476.80","30348.60","2026-01-09","Ayurvedic spa booking","OYO","24 hours before check-in","Foreign","2025-12-31 14:55:14"
"IND003737",4829,33,431,"2026-03-05","2026-03-25",20,3,0,3,"Checked Out","Refunded","81300.00","9756.00","91056.00","48754.14","2026-01-05","Cultural tour arrangement","OYO","24 hours before check-in","Indian","2026-01-16 14:55:14"
"IND003738",7995,3,285,"2025-09-16","2025-09-19",3,6,2,8,"No Show","Partial","86220.00","10346.40","96566.40","54314.90","2025-09-04","Late check-in","Goibibo","24 hours before check-in","Indian","2025-08-20 14:55:14"
"IND003739",2317,34,1800,"2025-07-13","2025-07-16",3,1,3,4,"Pending","Paid","51642.00","6197.04","57839.04","48063.26","2025-07-06","Vegetarian meals only","Phone","24 hours before check-in","Indian","2025-06-26 14:55:14"
"IND003740",7815,19,209,"2025-05-02","2025-05-07",5,5,3,8,"No Show","Paid","91960.00","11035.20","102995.20","53241.67","2025-03-01","Late check-in","Walk-in","24 hours before check-in","Indian","2025-03-04 14:55:14"
"IND003741",5685,46,1837,"2025-12-05","2025-12-11",6,5,1,6,"Pending","Partial","226464.00","27175.68","253639.68","28395.22","2025-09-07","Quiet room","Travel Agent","24 hours before check-in","Indian","2025-10-28 14:55:14"
"IND003742",1163,8,533,"2026-01-21","2026-02-02",12,5,1,6,"Cancelled","Pending","245172.00","29420.64","274592.64","87861.47","2025-12-25","Vegetarian meals only","Agoda","24 hours before check-in","Foreign","2025-11-11 14:55:14"
"IND003743",7513,31,1296,"2025-12-31","2026-01-05",5,5,2,7,"Confirmed","Partial","195430.00","23451.60","218881.60","162117.50","2025-11-17","Early check-out","Travel Agent","24 hours before check-in","Foreign","2025-12-24 14:55:14"
"IND003744",1128,14,2414,"2025-08-30","2025-09-09",10,1,3,4,"Checked In","Pending","225260.00","27031.20","252291.20","201129.16","2025-06-02","Early check-out","Walk-in","24 hours before check-in","Foreign","2025-06-19 14:55:14"
"IND003745",6584,17,238,"2025-10-22","2025-10-30",8,5,2,7,"Confirmed","Partial","107120.00","12854.40","119974.40","96268.56","2025-08-17","None","Phone","24 hours before check-in","Foreign","2025-08-25 14:55:14"
"IND003746",7847,2,2180,"2025-12-05","2025-12-14",9,1,2,3,"Checked Out","Partial","229239.00","27508.68","256747.68","174995.84","2025-11-24","Vegetarian meals only","MakeMyTrip","24 hours before check-in","Indian","2025-09-27 14:55:14"
"IND003747",3025,44,16,"2025-12-24","2025-12-26",2,6,4,10,"Checked Out","Paid","68566.00","8227.92","76793.92","34572.76","2025-12-12","Anniversary celebration","Walk-in","24 hours before check-in","Indian","2025-10-13 14:55:14"
"IND003748",4818,47,2793,"2026-01-15","2026-01-24",9,5,1,6,"Checked Out","Refunded","286794.00","34415.28","321209.28","297791.73","2025-12-24","Airport pickup","Phone","24 hours before check-in","Foreign","2026-01-02 14:55:14"
"IND003749",146,24,1737,"2025-06-29","2025-07-07",8,3,1,4,"Checked In","Pending","229144.00","27497.28","256641.28","34776.26","2025-05-22","Ayurvedic spa booking","Travel Agent","24 hours before check-in","Foreign","2025-05-08 14:55:14"
"IND003750",6992,8,2483,"2026-01-07","2026-01-22",15,2,1,3,"Checked In","Refunded","130110.00","15613.20","145723.20","16544.11","2026-01-01","Early check-out","Walk-in","24 hours before check-in","Indian","2025-11-01 14:55:14"
"IND003751",5204,45,2886,"2026-02-01","2026-02-04",3,6,3,9,"No Show","Refunded","119073.00","14288.76","133361.76","34333.28","2025-12-18","Business meeting setup","Agoda","24 hours before check-in","Indian","2026-01-19 14:55:14"
"IND003752",1375,3,1857,"2026-01-25","2026-02-10",16,6,2,8,"No Show","Paid","63568.00","7628.16","71196.16","42740.37","2025-12-08","Late check-in","Phone","24 hours before check-in","Indian","2026-01-06 14:55:14"
"IND003753",32,41,598,"2026-04-14","2026-04-17",3,5,4,9,"Pending","Refunded","102297.00","12275.64","114572.64","109553.23","2026-03-23","Vegetarian meals only","MakeMyTrip","24 hours before check-in","Foreign","2026-04-05 14:55:14"
"IND003754",3425,41,403,"2026-02-14","2026-03-02",16,2,1,3,"Pending","Partial","259632.00","31155.84","290787.84","219703.02","2026-02-02","Anniversary celebration","Booking.com","24 hours before check-in","Foreign","2026-02-12 14:55:14"
"IND003755",7291,14,720,"2026-04-01","2026-04-04",3,1,0,1,"Checked Out","Paid","87390.00","10486.80","97876.80","50216.96","2026-02-26","High floor room","Corporate","24 hours before check-in","Indian","2026-02-10 14:55:14"
"IND003756",5902,31,2893,"2026-03-21","2026-03-22",1,2,4,6,"Confirmed","Partial","7080.00","849.60","7929.60","7446.02","2025-12-31","Ayurvedic spa booking","Phone","24 hours before check-in","Indian","2026-02-13 14:55:14"
"IND003757",5252,20,1169,"2025-08-29","2025-09-19",21,5,1,6,"Confirmed","Partial","512736.00","61528.32","574264.32","550073.32","2025-08-14","Extra towels","Agoda","24 hours before check-in","Indian","2025-07-25 14:55:14"
"IND003758",4621,33,1146,"2026-01-09","2026-01-29",20,6,1,7,"Checked In","Refunded","663460.00","79615.20","743075.20","621187.72","2026-01-04","Early check-out","Corporate","24 hours before check-in","Foreign","2026-01-05 14:55:14"
"IND003759",1458,8,1523,"2026-01-21","2026-02-01",11,4,1,5,"Cancelled","Partial","45980.00","5517.60","51497.60","35715.74","2025-12-16","Late check-in","Goibibo","24 hours before check-in","Indian","2025-12-24 14:55:14"
"IND003760",5165,19,2211,"2025-05-12","2025-05-21",9,4,4,8,"Checked Out","Partial","82827.00","9939.24","92766.24","19821.22","2025-03-26","Birthday surprise","MakeMyTrip","24 hours before check-in","Foreign","2025-03-27 14:55:14"
"IND003761",4466,7,2063,"2025-12-28","2026-01-07",10,3,3,6,"No Show","Paid","88640.00","10636.80","99276.80","63630.98","2025-12-06","Ayurvedic spa booking","Walk-in","24 hours before check-in","Indian","2025-11-27 14:55:14"
"IND003762",7445,7,1580,"2025-07-31","2025-08-14",14,3,4,7,"Pending","Partial","225078.00","27009.36","252087.36","85237.79","2025-07-19","Vegetarian meals only","Goibibo","24 hours before check-in","Indian","2025-05-13 14:55:14"
"IND003763",1536,47,2466,"2025-11-06","2025-11-17",11,4,0,4,"Checked In","Partial","79299.00","9515.88","88814.88","25886.28","2025-09-05","Late check-in","Corporate","24 hours before check-in","Foreign","2025-10-01 14:55:14"
"IND003764",2063,17,1532,"2025-09-24","2025-10-15",21,1,3,4,"Pending","Paid","505428.00","60651.36","566079.36","111427.39","2025-08-15","Late check-in","Booking.com","24 hours before check-in","Indian","2025-09-14 14:55:14"
"IND003765",3279,12,1092,"2026-03-04","2026-03-07",3,4,0,4,"Checked In","Paid","81165.00","9739.80","90904.80","70576.66","2025-12-09","Ayurvedic spa booking","Booking.com","24 hours before check-in","Indian","2026-02-28 14:55:14"
"IND003766",4312,26,1937,"2025-09-05","2025-09-06",1,6,4,10,"Cancelled","Pending","37698.00","4523.76","42221.76","13807.67","2025-08-08","Ayurvedic spa booking","Booking.com","24 hours before check-in","Indian","2025-07-06 14:55:14"
"IND003767",2702,2,1880,"2025-12-03","2025-12-08",5,4,0,4,"Confirmed","Partial","199905.00","23988.60","223893.60","168680.35","2025-09-05","Wedding arrangements","Website","24 hours before check-in","Indian","2025-10-22 14:55:14"
"IND003768",234,19,2897,"2025-05-02","2025-05-17",15,6,2,8,"Checked Out","Paid","522990.00","62758.80","585748.80","388961.31","2025-02-07","Quiet room","Travel Agent","24 hours before check-in","Indian","2025-03-27 14:55:14"
"IND003769",6310,9,934,"2025-05-31","2025-06-04",4,6,1,7,"Checked In","Paid","109268.00","13112.16","122380.16","109170.06","2025-05-04","Anniversary celebration","Agoda","24 hours before check-in","Indian","2025-03-09 14:55:14"
"IND003770",5480,35,1238,"2025-12-25","2025-12-31",6,1,2,3,"Checked In","Partial","23394.00","2807.28","26201.28","16589.60","2025-11-20","High floor room","Website","24 hours before check-in","Foreign","2025-09-27 14:55:14"
"IND003771",3684,10,1168,"2025-10-19","2025-11-03",15,1,0,1,"No Show","Pending","122730.00","14727.60","137457.60","75877.11","2025-08-22","Birthday surprise","Goibibo","24 hours before check-in","Indian","2025-10-10 14:55:14"
"IND003772",5451,36,1011,"2025-09-30","2025-10-11",11,2,1,3,"Checked In","Paid","56991.00","6838.92","63829.92","16936.44","2025-09-08","Business meeting setup","Goibibo","24 hours before check-in","Indian","2025-08-21 14:55:14"
"IND003773",1068,29,1812,"2025-08-04","2025-08-14",10,1,0,1,"Pending","Paid","110000.00","13200.00","123200.00","41714.66","2025-08-01","Anniversary celebration","Phone","24 hours before check-in","Foreign","2025-07-06 14:55:14"
"IND003774",100,38,1643,"2026-03-02","2026-03-23",21,3,0,3,"No Show","Pending","292971.00","35156.52","328127.52","232573.96","2025-12-05","Anniversary celebration","Booking.com","24 hours before check-in","Indian","2026-01-12 14:55:14"
"IND003775",1922,26,2252,"2026-02-08","2026-02-21",13,1,3,4,"Cancelled","Partial","130858.00","15702.96","146560.96","22962.40","2026-01-10","None","Agoda","24 hours before check-in","Indian","2026-01-28 14:55:14"
"IND003776",693,16,119,"2025-05-09","2025-05-10",1,6,2,8,"No Show","Partial","29363.00","3523.56","32886.56","31314.60","2025-03-02","Vegetarian meals only","Goibibo","24 hours before check-in","Foreign","2025-02-22 14:55:14"
"IND003777",1744,35,2920,"2025-04-30","2025-05-20",20,1,3,4,"Checked Out","Partial","553000.00","66360.00","619360.00","519115.42","2025-03-24","Ayurvedic spa booking","Booking.com","24 hours before check-in","Foreign","2025-02-07 14:55:14"
"IND003778",1651,6,1412,"2025-10-29","2025-11-17",19,6,4,10,"Cancelled","Refunded","272118.00","32654.16","304772.16","226354.84","2025-09-03","Ayurvedic spa booking","Website","24 hours before check-in","Indian","2025-10-25 14:55:14"
"IND003779",4488,3,2789,"2025-11-22","2025-11-27",5,6,2,8,"Confirmed","Pending","149205.00","17904.60","167109.60","80723.41","2025-10-19","Vegetarian meals only","MakeMyTrip","24 hours before check-in","Foreign","2025-10-23 14:55:14"
"IND003780",1042,22,1305,"2025-09-30","2025-10-19",19,4,3,7,"Checked Out","Paid","87514.00","10501.68","98015.68","63917.67","2025-07-13","Vegetarian meals only","Travel Agent","24 hours before check-in","Indian","2025-08-12 14:55:14"
"IND003781",5755,4,174,"2026-04-13","2026-05-01",18,1,2,3,"Pending","Paid","710514.00","85261.68","795775.68","373522.00","2026-03-14","Birthday surprise","Agoda","24 hours before check-in","Indian","2026-03-25 14:55:14"
"IND003782",2395,27,2239,"2025-05-19","2025-06-09",21,6,4,10,"Confirmed","Paid","746319.00","89558.28","835877.28","645133.81","2025-04-05","Quiet room","Walk-in","24 hours before check-in","Foreign","2025-03-27 14:55:14"
"IND003783",1656,1,442,"2025-11-21","2025-12-06",15,1,3,4,"Confirmed","Partial","572550.00","68706.00","641256.00","431972.07","2025-11-17","Extra towels","Goibibo","24 hours before check-in","Indian","2025-10-24 14:55:14"
"IND003784",6215,21,1103,"2025-08-26","2025-09-07",12,5,3,8,"Pending","Partial","459792.00","55175.04","514967.04","309334.38","2025-08-19","Honeymoon package","Agoda","24 hours before check-in","Foreign","2025-08-24 14:55:14"
"IND003785",6594,33,1358,"2025-11-16","2025-11-26",10,1,2,3,"Checked In","Paid","145910.00","17509.20","163419.20","62205.01","2025-11-09","Birthday surprise","Website","24 hours before check-in","Indian","2025-08-27 14:55:14"
"IND003786",931,23,1577,"2025-08-06","2025-08-15",9,4,0,4,"Checked Out","Paid","103131.00","12375.72","115506.72","106652.55","2025-06-29","Ayurvedic spa booking","Corporate","24 hours before check-in","Foreign","2025-07-19 14:55:14"
"IND003787",2,47,1198,"2025-11-16","2025-12-03",17,2,2,4,"Pending","Partial","230299.00","27635.88","257934.88","179793.41","2025-09-18","Extra towels","MakeMyTrip","24 hours before check-in","Indian","2025-10-05 14:55:14"
"IND003788",1462,39,2539,"2025-11-21","2025-12-12",21,2,3,5,"Pending","Refunded","567651.00","68118.12","635769.12","447086.34","2025-11-10","Airport pickup","MakeMyTrip","24 hours before check-in","Indian","2025-09-03 14:55:14"
"IND003789",6160,22,2561,"2025-07-03","2025-07-06",3,2,1,3,"Checked Out","Pending","47205.00","5664.60","52869.60","37526.61","2025-06-09","Anniversary celebration","Booking.com","24 hours before check-in","Indian","2025-05-05 14:55:14"
"IND003790",4999,15,916,"2026-03-27","2026-03-30",3,6,4,10,"Cancelled","Refunded","31683.00","3801.96","35484.96","9638.65","2026-01-10","Anniversary celebration","Phone","24 hours before check-in","Foreign","2026-02-05 14:55:14"
"IND003791",7851,43,862,"2026-04-06","2026-04-24",18,2,2,4,"Checked Out","Partial","613512.00","73621.44","687133.44","577371.93","2026-02-05","Quiet room","Phone","24 hours before check-in","Foreign","2026-02-10 14:55:14"
"IND003792",3655,39,1203,"2026-04-06","2026-04-27",21,2,3,5,"Checked In","Paid","394170.00","47300.40","441470.40","94152.99","2026-02-04","Quiet room","Website","24 hours before check-in","Foreign","2026-03-13 14:55:14"
"IND003793",4436,39,2384,"2026-01-14","2026-01-25",11,6,3,9,"Pending","Pending","95238.00","11428.56","106666.56","23026.77","2025-11-02","Cultural tour arrangement","OYO","24 hours before check-in","Foreign","2025-10-30 14:55:14"
"IND003794",5515,28,903,"2025-07-19","2025-07-22",3,4,1,5,"Confirmed","Partial","110769.00","13292.28","124061.28","24284.76","2025-06-18","Vegetarian meals only","Corporate","24 hours before check-in","Foreign","2025-06-02 14:55:14"
"IND003795",5289,45,2897,"2026-03-16","2026-03-20",4,1,0,1,"No Show","Partial","107604.00","12912.48","120516.48","37061.72","2025-12-28","Late check-in","Agoda","24 hours before check-in","Indian","2026-02-12 14:55:14"
"IND003796",3876,27,838,"2025-06-28","2025-06-30",2,6,3,9,"Checked Out","Partial","46846.00","5621.52","52467.52","15091.60","2025-04-08","None","Agoda","24 hours before check-in","Foreign","2025-04-10 14:55:14"
"IND003797",3404,46,1932,"2025-09-30","2025-10-01",1,3,3,6,"Checked Out","Partial","36295.00","4355.40","40650.40","6178.82","2025-08-07","Airport pickup","Walk-in","24 hours before check-in","Foreign","2025-07-31 14:55:14"
"IND003798",2174,14,1104,"2025-04-27","2025-05-03",6,1,0,1,"Checked In","Refunded","60954.00","7314.48","68268.48","67669.40","2025-03-10","Cultural tour arrangement","Goibibo","24 hours before check-in","Foreign","2025-02-08 14:55:14"
"IND003799",367,32,1624,"2025-05-26","2025-06-14",19,3,4,7,"Checked In","Pending","472188.00","56662.56","528850.56","255024.88","2025-04-14","Cultural tour arrangement","Goibibo","24 hours before check-in","Foreign","2025-04-07 14:55:14"
"IND003800",7625,24,1901,"2026-02-21","2026-02-26",5,4,4,8,"Checked In","Refunded","196340.00","23560.80","219900.80","126993.14","2026-02-18","Late check-in","Travel Agent","24 hours before check-in","Indian","2026-01-06 14:55:14"
"IND003801",6669,35,2567,"2025-10-26","2025-10-29",3,4,0,4,"Checked Out","Partial","22590.00","2710.80","25300.80","13802.24","2025-08-15","Wedding arrangements","Agoda","24 hours before check-in","Indian","2025-10-11 14:55:14"
"IND003802",6007,8,280,"2025-11-15","2025-12-04",19,5,1,6,"Pending","Pending","265012.00","31801.44","296813.44","235959.34","2025-11-12","Ayurvedic spa booking","MakeMyTrip","24 hours before check-in","Foreign","2025-09-23 14:55:14"
"IND003803",2760,3,1823,"2025-10-09","2025-10-27",18,3,3,6,"Checked Out","Refunded","430236.00","51628.32","481864.32","404153.34","2025-08-08","Late check-in","Phone","24 hours before check-in","Foreign","2025-08-01 14:55:14"
"IND003804",7407,18,610,"2025-12-08","2025-12-23",15,1,0,1,"No Show","Partial","182730.00","21927.60","204657.60","84807.02","2025-09-22","Honeymoon package","Walk-in","24 hours before check-in","Indian","2025-11-17 14:55:14"
"IND003805",6561,8,1474,"2025-07-23","2025-08-04",12,4,1,5,"No Show","Refunded","368832.00","44259.84","413091.84","248644.26","2025-04-24","Birthday surprise","Walk-in","24 hours before check-in","Indian","2025-04-28 14:55:14"
"IND003806",6464,47,2060,"2026-03-14","2026-03-23",9,5,3,8,"Confirmed","Refunded","281061.00","33727.32","314788.32","311948.16","2026-02-09","High floor room","MakeMyTrip","24 hours before check-in","Foreign","2025-12-28 14:55:14"
"IND003807",4512,27,1516,"2025-05-24","2025-06-13",20,2,4,6,"No Show","Paid","62940.00","7552.80","70492.80","61369.61","2025-05-18","Business meeting setup","Corporate","24 hours before check-in","Indian","2025-05-18 14:55:14"
"IND003808",3099,1,1331,"2025-11-09","2025-11-16",7,6,3,9,"Cancelled","Paid","20020.00","2402.40","22422.40","16989.75","2025-10-16","Ayurvedic spa booking","OYO","24 hours before check-in","Foreign","2025-11-04 14:55:14"
"IND003809",102,42,532,"2026-01-27","2026-01-31",4,2,1,3,"Cancelled","Partial","82204.00","9864.48","92068.48","50939.51","2025-12-03","Late check-in","Travel Agent","24 hours before check-in","Indian","2025-11-05 14:55:14"
"IND003810",2032,39,1759,"2026-01-30","2026-02-07",8,2,1,3,"No Show","Partial","292280.00","35073.60","327353.60","98445.10","2025-11-19","Ayurvedic spa booking","MakeMyTrip","24 hours before check-in","Indian","2025-12-13 14:55:14"
"IND003811",6673,33,2770,"2025-07-28","2025-08-11",14,4,3,7,"Checked In","Partial","320642.00","38477.04","359119.04","253264.35","2025-07-22","Vegetarian meals only","Corporate","24 hours before check-in","Indian","2025-07-11 14:55:14"
"IND003812",7342,21,422,"2025-07-02","2025-07-23",21,6,1,7,"Confirmed","Partial","257586.00","30910.32","288496.32","249909.17","2025-06-18","Cultural tour arrangement","Website","24 hours before check-in","Indian","2025-04-14 14:55:14"
"IND003813",6884,45,966,"2025-06-20","2025-06-28",8,2,3,5,"Cancelled","Paid","303056.00","36366.72","339422.72","209055.30","2025-04-09","Quiet room","Travel Agent","24 hours before check-in","Foreign","2025-05-03 14:55:14"
"IND003814",7518,25,2592,"2026-02-06","2026-02-26",20,5,1,6,"Confirmed","Pending","663900.00","79668.00","743568.00","288465.37","2026-02-04","None","OYO","24 hours before check-in","Indian","2025-12-19 14:55:14"
"IND003815",6650,12,759,"2026-02-01","2026-02-10",9,4,3,7,"Confirmed","Partial","244557.00","29346.84","273903.84","169505.23","2026-01-28","Extra towels","Goibibo","24 hours before check-in","Foreign","2025-11-12 14:55:14"
"IND003816",2807,12,2935,"2025-08-12","2025-08-21",9,1,0,1,"Pending","Paid","107532.00","12903.84","120435.84","14806.49","2025-06-20","Late check-in","Phone","24 hours before check-in","Indian","2025-07-08 14:55:14"
"IND003817",7535,47,2108,"2025-09-08","2025-09-19",11,1,3,4,"Checked Out","Partial","393976.00","47277.12","441253.12","208448.16","2025-06-12","Business meeting setup","Goibibo","24 hours before check-in","Foreign","2025-07-11 14:55:14"
"IND003818",391,11,458,"2025-11-12","2025-12-02",20,5,4,9,"No Show","Partial","125580.00","15069.60","140649.60","114924.71","2025-08-27","Extra towels","Travel Agent","24 hours before check-in","Indian","2025-08-18 14:55:14"
"IND003819",3815,35,1905,"2026-02-08","2026-02-16",8,5,4,9,"No Show","Refunded","32056.00","3846.72","35902.72","15949.16","2025-11-20","Late check-in","Walk-in","24 hours before check-in","Foreign","2025-12-29 14:55:14"
"IND003820",4480,25,2184,"2025-12-15","2025-12-18",3,4,2,6,"Checked Out","Refunded","19308.00","2316.96","21624.96","15381.96","2025-12-05","Quiet room","Agoda","24 hours before check-in","Foreign","2025-10-03 14:55:14"
"IND003821",7317,22,2615,"2025-08-14","2025-08-20",6,4,1,5,"No Show","Pending","197364.00","23683.68","221047.68","201294.98","2025-05-20","Early check-out","Goibibo","24 hours before check-in","Foreign","2025-06-27 14:55:14"
"IND003822",6178,45,107,"2026-01-24","2026-02-02",9,1,2,3,"Checked In","Refunded","317466.00","38095.92","355561.92","300197.52","2025-12-09","Vegetarian meals only","OYO","24 hours before check-in","Foreign","2025-11-26 14:55:14"
"IND003823",1162,12,1254,"2025-10-05","2025-10-10",5,2,4,6,"Pending","Pending","117940.00","14152.80","132092.80","43118.90","2025-08-18","High floor room","Corporate","24 hours before check-in","Foreign","2025-07-28 14:55:14"
"IND003824",4609,30,158,"2026-02-14","2026-02-20",6,1,4,5,"No Show","Pending","237096.00","28451.52","265547.52","264472.00","2025-11-17","Late check-in","Travel Agent","24 hours before check-in","Indian","2025-12-14 14:55:14"
"IND003825",6921,23,1635,"2026-02-13","2026-02-21",8,1,4,5,"Checked Out","Partial","313160.00","37579.20","350739.20","123306.37","2025-12-18","None","Walk-in","24 hours before check-in","Indian","2026-01-18 14:55:14"
"IND003826",4995,35,2889,"2025-09-03","2025-09-13",10,5,2,7,"Pending","Paid","250180.00","30021.60","280201.60","121478.66","2025-06-30","Honeymoon package","Booking.com","24 hours before check-in","Indian","2025-06-11 14:55:14"
"IND003827",4889,39,1302,"2025-08-03","2025-08-05",2,6,3,9,"Confirmed","Partial","20510.00","2461.20","22971.20","6277.58","2025-05-23","High floor room","OYO","24 hours before check-in","Indian","2025-05-13 14:55:14"
