"maintenance_id","hotel_id","room_id","issue_type","priority","description","reported_date","reported_by","assigned_staff","status","completion_date","cost_inr","gst_amount_inr","total_cost_inr","parts_used","vendor_involved","guest_impact","follow_up_required","warranty_applicable","created_at","updated_at"
"MNT000310",24,1262,"Electrical","Low","Room door lock issue","2025-07-05 15:57:10","EMP0082","EMP0326","In Progress","2025-07-06 15:57:10","622.80","112.10","734.90","Fan Belt","In-house","None",False,False,"2025-07-05 15:57:10","2025-07-06 15:57:10"
"MNT000311",10,2809,"TV/Electronics","Critical","Bathroom tap leaking","2025-07-02 15:57:10","EMP0773","EMP0578","On Hold","2025-07-13 15:57:10","12796.13","2303.30","15099.43","Door Handle","Local Contractor","Minor",False,False,"2025-07-02 15:57:10","2025-07-13 15:57:10"
"MNT000312",19,473,"Window Repair","Low","Bed sheet stains","2025-07-09 15:57:10","EMP0399","EMP0138","Completed","2025-07-29 15:57:10","998.94","179.81","1178.75","Door Handle","In-house","Major",True,False,"2025-07-09 15:57:10","2025-07-29 15:57:10"
"MNT000313",4,2469,"AC Repair","High","TV remote not working","2025-06-13 15:57:10","EMP0502","EMP0366","In Progress","2025-07-02 15:57:10","4317.15","777.09","5094.24","Light Bulb","In-house","None",False,False,"2025-06-13 15:57:10","2025-07-02 15:57:10"
"MNT000314",2,NULL,"Bathroom Fixtures","Critical","Carpet cleaning required","2025-02-21 15:57:10","EMP0396","EMP0663","In Progress","2025-03-03 15:57:10","14940.19","2689.23","17629.42","Geyser Element","Local Contractor","Major",True,True,"2025-02-21 15:57:10","2025-03-03 15:57:10"
"MNT000315",3,NULL,"Pest Control","Critical","WiFi connectivity issue","2025-06-20 15:57:10","EMP0198","EMP0049","In Progress","2025-06-27 15:57:10","8240.83","1483.35","9724.18","Remote Battery","Local Contractor","None",False,True,"2025-06-20 15:57:10","2025-06-27 15:57:10"
"MNT000316",2,2282,"AC Repair","Critical","Room door lock issue","2025-05-24 15:57:10","EMP0080","EMP0338","Cancelled","2025-05-29 15:57:10","12053.60","2169.65","14223.25","Remote Battery","Local Contractor","Major",True,False,"2025-05-24 15:57:10","2025-05-29 15:57:10"
"MNT000317",25,NULL,"Pest Control","Medium","Paint peeling off walls","2025-06-30 15:57:10","EMP0632","EMP0413","Cancelled",NULL,"0.00","0.00","0.00",NULL,"In-house","Major",True,False,"2025-06-30 15:57:10","2025-08-19 15:57:10"
"MNT000318",46,2570,"Room Cleaning","Critical","Bathroom tap leaking","2025-04-08 15:57:10","EMP0598","EMP0763","Open","2025-04-10 15:57:10","6381.55","1148.68","7530.23","None","Brand Service Center","Minor",False,False,"2025-04-08 15:57:10","2025-04-10 15:57:10"
"MNT000319",36,NULL,"Room Cleaning","Medium","Ceiling fan making noise","2025-07-11 15:57:10","EMP0593","EMP0084","Open",NULL,"0.00","0.00","0.00",NULL,"In-house","None",True,False,"2025-07-11 15:57:10","2025-08-19 15:57:10"
"MNT000320",26,2722,"Window Repair","Critical","WiFi connectivity issue","2025-08-13 15:57:10","EMP0363","EMP0506","Completed",NULL,"0.00","0.00","0.00",NULL,"In-house","Major",False,False,"2025-08-13 15:57:10","2025-08-19 15:57:10"
"MNT000321",37,1566,"Pest Control","Low","AC not cooling properly","2025-05-17 15:57:10","EMP0419","EMP0265","In Progress","2025-05-31 15:57:10","1619.35","291.48","1910.83","Paint","In-house","Minor",True,False,"2025-05-17 15:57:10","2025-05-31 15:57:10"
"MNT000322",4,2548,"Furniture Repair","High","Geyser not heating water","2025-08-18 15:57:10","EMP0605","EMP0127","On Hold","2025-09-05 15:57:10","1751.61","315.29","2066.90","Lock Mechanism","In-house","Minor",False,False,"2025-08-18 15:57:10","2025-09-05 15:57:10"
"MNT000323",47,NULL,"TV/Electronics","Critical","Ceiling fan making noise","2025-03-12 15:57:10","EMP0615","EMP0028","Cancelled","2025-03-17 15:57:10","22557.50","4060.35","26617.85","AC Filter","Local Contractor","Major",False,True,"2025-03-12 15:57:10","2025-03-17 15:57:10"
"MNT000324",27,923,"Ceiling Fan","Critical","Bathroom tap leaking","2025-03-02 15:57:10","EMP0464","EMP0232","In Progress","2025-03-08 15:57:10","12603.26","2268.59","14871.85","Fan Belt","In-house","Major",False,True,"2025-03-02 15:57:10","2025-03-08 15:57:10"
"MNT000325",38,783,"Room Cleaning","Critical","Light bulb replacement needed","2025-08-08 15:57:10","EMP0709","EMP0423","Open","2025-08-19 15:57:10","20611.90","3710.14","24322.04","AC Filter","Local Contractor","Major",True,True,"2025-08-08 15:57:10","2025-08-19 15:57:10"
"MNT000326",37,2950,"Furniture Repair","Critical","WiFi connectivity issue","2025-06-16 15:57:10","EMP0082","EMP0204","In Progress","2025-07-05 15:57:10","20103.17","3618.57","23721.74","Light Bulb","Local Contractor","Major",False,True,"2025-06-16 15:57:10","2025-07-05 15:57:10"
"MNT000327",42,2542,"TV/Electronics","Low","WiFi connectivity issue","2025-07-29 15:57:10","EMP0198","EMP0003","In Progress","2025-08-17 15:57:10","1272.02","228.96","1500.98","Fan Belt","In-house","None",False,True,"2025-07-29 15:57:10","2025-08-17 15:57:10"
"MNT000328",17,2864,"TV/Electronics","Critical","Ceiling fan making noise","2025-06-18 15:57:10","EMP0418","EMP0743","Open","2025-06-20 15:57:10","22422.47","4036.04","26458.51","AC Filter","Local Contractor","Minor",True,True,"2025-06-18 15:57:10","2025-06-20 15:57:10"
"MNT000329",5,1827,"Painting","High","Light bulb replacement needed","2025-05-30 15:57:10","EMP0460","EMP0369","Completed","2025-06-19 15:57:10","5272.16","948.99","6221.15","Tap Washer","In-house","Major",False,False,"2025-05-30 15:57:10","2025-06-19 15:57:10"
"MNT000330",26,1101,"Geyser Repair","High","Paint peeling off walls","2025-06-05 15:57:10","EMP0387","EMP0125","Open","2025-06-14 15:57:10","2379.54","428.32","2807.86","Paint","Brand Service Center","Major",False,True,"2025-06-05 15:57:10","2025-06-14 15:57:10"
"MNT000331",8,NULL,"Electrical","Critical","Mini-bar not working","2025-06-13 15:57:10","EMP0790","EMP0376","On Hold","2025-06-18 15:57:10","19049.00","3428.82","22477.82","Light Bulb","In-house","Major",True,True,"2025-06-13 15:57:10","2025-06-18 15:57:10"
"MNT000332",16,1948,"Carpentry","Medium","Balcony door handle broken","2025-08-05 15:57:10","EMP0131","EMP0655","Cancelled","2025-08-17 15:57:10","1073.12","193.16","1266.28","Door Handle","In-house","Minor",True,False,"2025-08-05 15:57:10","2025-08-17 15:57:10"
"MNT000333",35,NULL,"Plumbing","Low","Balcony door handle broken","2025-05-20 15:57:10","EMP0574","EMP0240","Completed","2025-05-27 15:57:10","662.26","119.21","781.47","Paint","In-house","Minor",False,False,"2025-05-20 15:57:10","2025-05-27 15:57:10"
"MNT000334",1,971,"Furniture Repair","Critical","Balcony door handle broken","2025-04-09 15:57:10","EMP0186","EMP0253","Cancelled","2025-04-24 15:57:10","18841.74","3391.51","22233.25","Geyser Element","In-house","Major",False,True,"2025-04-09 15:57:10","2025-04-24 15:57:10"
"MNT000335",14,708,"Carpentry","Critical","Balcony door handle broken","2025-04-17 15:57:10","EMP0177","EMP0744","Cancelled","2025-04-29 15:57:10","19697.30","3545.51","23242.81","None","Local Contractor","Major",True,False,"2025-04-17 15:57:10","2025-04-29 15:57:10"
"MNT000336",45,1069,"Bathroom Fixtures","Critical","Paint peeling off walls","2025-06-12 15:57:10","EMP0034","EMP0167","On Hold","2025-06-27 15:57:10","17003.59","3060.65","20064.24","Lock Mechanism","Local Contractor","None",False,False,"2025-06-12 15:57:10","2025-06-27 15:57:10"
"MNT000337",36,1173,"Carpentry","Low","Room door lock issue","2025-05-28 15:57:10","EMP0258","EMP0279","Cancelled","2025-06-10 15:57:10","1000.32","180.06","1180.38","Fan Belt","In-house","Minor",False,True,"2025-05-28 15:57:10","2025-06-10 15:57:10"
"MNT000338",34,NULL,"Geyser Repair","High","Bathroom tap leaking","2025-04-16 15:57:10","EMP0050","EMP0239","Cancelled","2025-04-17 15:57:10","7351.10","1323.20","8674.30","Remote Battery","Local Contractor","None",True,True,"2025-04-16 15:57:10","2025-04-17 15:57:10"
"MNT000339",30,1210,"TV/Electronics","High","Light bulb replacement needed","2025-05-19 15:57:10","EMP0070","EMP0133","Completed","2025-05-20 15:57:10","3625.52","652.59","4278.11","AC Filter","In-house","Major",True,True,"2025-05-19 15:57:10","2025-05-20 15:57:10"
"MNT000340",30,52,"Geyser Repair","Medium","Mini-bar not working","2025-06-23 15:57:10","EMP0288","EMP0340","In Progress",NULL,"0.00","0.00","0.00",NULL,"In-house","Minor",False,False,"2025-06-23 15:57:10","2025-08-19 15:57:10"
"MNT000341",15,1176,"AC Repair","High","Paint peeling off walls","2025-05-06 15:57:10","EMP0447","EMP0634","On Hold","2025-05-08 15:57:10","2439.74","439.15","2878.89","Door Handle","Local Contractor","Minor",True,False,"2025-05-06 15:57:10","2025-05-08 15:57:10"
"MNT000342",28,51,"Geyser Repair","Medium","Carpet cleaning required","2025-07-05 15:57:10","EMP0264","EMP0338","Cancelled","2025-07-15 15:57:10","2802.30","504.41","3306.71","Lock Mechanism","In-house","Minor",True,False,"2025-07-05 15:57:10","2025-07-15 15:57:10"
"MNT000343",25,2545,"Geyser Repair","High","Ceiling fan making noise","2025-03-23 15:57:10","EMP0202","EMP0287","Open",NULL,"0.00","0.00","0.00",NULL,"In-house","Minor",False,False,"2025-03-23 15:57:10","2025-08-19 15:57:10"
"MNT000344",4,2821,"Furniture Repair","Medium","Ceiling fan making noise","2025-07-08 15:57:10","EMP0721","EMP0214","In Progress","2025-07-26 15:57:10","2780.18","500.43","3280.61","Door Handle","In-house","Minor",True,False,"2025-07-08 15:57:10","2025-07-26 15:57:10"
"MNT000345",21,1956,"Window Repair","High","Bathroom exhaust fan noise","2025-07-02 15:57:10","EMP0477","EMP0661","On Hold","2025-07-04 15:57:10","3021.26","543.83","3565.09","Lock Mechanism","Local Contractor","Major",False,False,"2025-07-02 15:57:10","2025-07-04 15:57:10"
"MNT000346",28,556,"AC Repair","Medium","Bathroom exhaust fan noise","2025-06-16 15:57:10","EMP0261","EMP0684","In Progress","2025-06-23 15:57:10","1160.89","208.96","1369.85","Lock Mechanism","In-house","Major",True,True,"2025-06-16 15:57:10","2025-06-23 15:57:10"
"MNT000347",31,1840,"Room Cleaning","Medium","WiFi connectivity issue","2025-02-24 15:57:10","EMP0696","EMP0587","Completed",NULL,"0.00","0.00","0.00",NULL,"In-house","None",True,False,"2025-02-24 15:57:10","2025-08-19 15:57:10"
"MNT000348",2,676,"Room Cleaning","Medium","Room door lock issue","2025-03-12 15:57:10","EMP0635","EMP0107","Open","2025-03-15 15:57:10","2975.81","535.65","3511.46","None","Brand Service Center","Major",True,True,"2025-03-12 15:57:10","2025-03-15 15:57:10"
"MNT000349",1,1285,"AC Repair","High","Bathroom exhaust fan noise","2025-04-17 15:57:10","EMP0140","EMP0269","Completed","2025-05-08 15:57:10","4385.35","789.36","5174.71","AC Filter","Brand Service Center","Minor",True,True,"2025-04-17 15:57:10","2025-05-08 15:57:10"
"MNT000350",13,1533,"Bathroom Fixtures","Low","Window blind repair","2025-07-15 15:57:10","EMP0017","EMP0675","In Progress","2025-07-27 15:57:10","2789.41","502.09","3291.50","Tap Washer","Brand Service Center","Minor",True,True,"2025-07-15 15:57:10","2025-07-27 15:57:10"
"MNT000351",7,1244,"Ceiling Fan","High","Carpet cleaning required","2025-07-03 15:57:10","EMP0397","EMP0385","In Progress","2025-07-13 15:57:10","5296.18","953.31","6249.49","Door Handle","In-house","Minor",False,True,"2025-07-03 15:57:10","2025-07-13 15:57:10"
"MNT000352",11,227,"AC Repair","Low","Bathroom exhaust fan noise","2025-06-10 15:57:10","EMP0065","EMP0043","Completed",NULL,"0.00","0.00","0.00",NULL,"In-house","None",False,False,"2025-06-10 15:57:10","2025-08-19 15:57:10"
"MNT000353",50,1699,"Furniture Repair","High","Light bulb replacement needed","2025-03-31 15:57:10","EMP0758","EMP0311","Cancelled","2025-04-14 15:57:10","4697.03","845.47","5542.50","Fan Belt","In-house","Minor",True,False,"2025-03-31 15:57:10","2025-04-14 15:57:10"
"MNT000354",12,372,"Geyser Repair","Low","Bathroom exhaust fan noise","2025-05-08 15:57:10","EMP0158","EMP0311","Open","2025-05-16 15:57:10","715.44","128.78","844.22","Tap Washer","In-house","None",False,False,"2025-05-08 15:57:10","2025-05-16 15:57:10"
"MNT000355",42,NULL,"AC Repair","Critical","Mini-bar not working","2025-05-06 15:57:10","EMP0198","EMP0380","Completed",NULL,"0.00","0.00","0.00",NULL,"In-house","None",True,False,"2025-05-06 15:57:10","2025-08-19 15:57:10"
"MNT000356",47,1534,"AC Repair","Critical","Mini-bar not working","2025-05-25 15:57:10","EMP0046","EMP0590","Open","2025-05-30 15:57:10","14182.98","2552.94","16735.92","Remote Battery","Brand Service Center","Major",False,True,"2025-05-25 15:57:10","2025-05-30 15:57:10"
"MNT000357",11,451,"Ceiling Fan","High","Room door lock issue","2025-06-25 15:57:10","EMP0183","EMP0192","On Hold",NULL,"0.00","0.00","0.00",NULL,"In-house","None",True,False,"2025-06-25 15:57:10","2025-08-19 15:57:10"
"MNT000358",34,924,"Geyser Repair","High","Room door lock issue","2025-08-18 15:57:10","EMP0092","EMP0084","Completed","2025-08-27 15:57:10","7779.09","1400.24","9179.33","Remote Battery","In-house","Minor",True,True,"2025-08-18 15:57:10","2025-08-27 15:57:10"
"MNT000359",24,802,"Carpentry","Low","AC not cooling properly","2025-03-14 15:57:10","EMP0187","EMP0173","In Progress",NULL,"0.00","0.00","0.00",NULL,"In-house","Major",True,False,"2025-03-14 15:57:10","2025-08-19 15:57:10"
"MNT000360",28,NULL,"Carpentry","Low","TV remote not working","2025-04-18 15:57:10","EMP0266","EMP0170","Completed","2025-05-08 15:57:10","1723.29","310.19","2033.48","Tap Washer","In-house","Minor",False,False,"2025-04-18 15:57:10","2025-05-08 15:57:10"
"MNT000361",8,2918,"AC Repair","Critical","TV remote not working","2025-05-01 15:57:10","EMP0286","EMP0548","In Progress","2025-05-05 15:57:10","8834.56","1590.22","10424.78","Lock Mechanism","Local Contractor","Minor",True,True,"2025-05-01 15:57:10","2025-05-05 15:57:10"
"MNT000362",17,755,"Room Cleaning","Critical","Balcony door handle broken","2025-08-09 15:57:10","EMP0101","EMP0416","Open",NULL,"0.00","0.00","0.00",NULL,"In-house","None",False,False,"2025-08-09 15:57:10","2025-08-19 15:57:10"
"MNT000363",18,2566,"Room Cleaning","Low","Bed sheet stains","2025-05-16 15:57:10","EMP0350","EMP0627","Completed","2025-06-05 15:57:10","1203.86","216.69","1420.55","None","In-house","Major",False,True,"2025-05-16 15:57:10","2025-06-05 15:57:10"
"MNT000364",26,1608,"AC Repair","Critical","Bathroom tap leaking","2025-06-04 15:57:10","EMP0166","EMP0679","Completed","2025-06-11 15:57:10","6977.24","1255.90","8233.14","None","Brand Service Center","None",False,False,"2025-06-04 15:57:10","2025-06-11 15:57:10"
"MNT000365",15,NULL,"Painting","Critical","Bathroom tap leaking","2025-05-19 15:57:10","EMP0060","EMP0667","Completed","2025-05-24 15:57:10","4157.83","748.41","4906.24","Geyser Element","Local Contractor","Minor",False,False,"2025-05-19 15:57:10","2025-05-24 15:57:10"
"MNT000366",4,285,"Plumbing","High","Room door lock issue","2025-05-29 15:57:10","EMP0076","EMP0435","Completed","2025-05-30 15:57:10","3130.53","563.50","3694.03","None","In-house","None",False,False,"2025-05-29 15:57:10","2025-05-30 15:57:10"
"MNT000367",7,2884,"Carpentry","Low","Window blind repair","2025-05-20 15:57:10","EMP0686","EMP0436","In Progress","2025-06-10 15:57:10","2368.77","426.38","2795.15","Door Handle","Local Contractor","Major",True,False,"2025-05-20 15:57:10","2025-06-10 15:57:10"
"MNT000368",44,1930,"Lock Repair","Critical","Window blind repair","2025-06-04 15:57:10","EMP0429","EMP0196","Open",NULL,"0.00","0.00","0.00",NULL,"In-house","Major",True,False,"2025-06-04 15:57:10","2025-08-19 15:57:10"
"MNT000369",20,2306,"Window Repair","Low","Bathroom tap leaking","2025-02-22 15:57:10","EMP0065","EMP0593","Open",NULL,"0.00","0.00","0.00",NULL,"In-house","Minor",True,False,"2025-02-22 15:57:10","2025-08-19 15:57:10"
"MNT000370",22,212,"Window Repair","Critical","Mini-bar not working","2025-06-13 15:57:10","EMP0232","EMP0046","Cancelled","2025-06-15 15:57:10","13237.75","2382.80","15620.55","Light Bulb","Local Contractor","Minor",True,False,"2025-06-13 15:57:10","2025-06-15 15:57:10"
"MNT000371",16,2959,"Pest Control","Medium","Carpet cleaning required","2025-03-17 15:57:10","EMP0157","EMP0473","Cancelled",NULL,"0.00","0.00","0.00",NULL,"In-house","Major",False,False,"2025-03-17 15:57:10","2025-08-19 15:57:10"
"MNT000372",47,NULL,"Pest Control","High","WiFi connectivity issue","2025-07-25 15:57:10","EMP0220","EMP0313","Completed","2025-08-07 15:57:10","1495.08","269.11","1764.19","None","In-house","Major",False,False,"2025-07-25 15:57:10","2025-08-07 15:57:10"
"MNT000373",21,1664,"AC Repair","Medium","Carpet cleaning required","2025-08-08 15:57:10","EMP0144","EMP0175","Cancelled","2025-08-12 15:57:10","190.20","34.24","224.44","Light Bulb","In-house","Minor",False,False,"2025-08-08 15:57:10","2025-08-12 15:57:10"
"MNT000374",17,1809,"WiFi Issues","High","WiFi connectivity issue","2025-05-18 15:57:10","EMP0151","EMP0415","On Hold","2025-06-06 15:57:10","3182.52","572.85","3755.37","Light Bulb","Brand Service Center","Minor",False,False,"2025-05-18 15:57:10","2025-06-06 15:57:10"
"MNT000375",16,1358,"WiFi Issues","Low","Paint peeling off walls","2025-03-19 15:57:10","EMP0495","EMP0345","In Progress","2025-04-01 15:57:10","773.69","139.26","912.95","Paint","In-house","None",True,True,"2025-03-19 15:57:10","2025-04-01 15:57:10"
"MNT000376",31,2966,"Lock Repair","Medium","Geyser not heating water","2025-03-28 15:57:10","EMP0502","EMP0677","Completed","2025-04-18 15:57:10","2959.61","532.73","3492.34","None","Brand Service Center","None",False,False,"2025-03-28 15:57:10","2025-04-18 15:57:10"
"MNT000377",36,1887,"TV/Electronics","High","Carpet cleaning required","2025-07-07 15:57:10","EMP0591","EMP0292","Completed",NULL,"0.00","0.00","0.00",NULL,"In-house","None",True,False,"2025-07-07 15:57:10","2025-08-19 15:57:10"
"MNT000378",37,1584,"Electrical","High","Room door lock issue","2025-06-02 15:57:10","EMP0025","EMP0503","In Progress","2025-06-04 15:57:10","6873.88","1237.30","8111.18","Paint","In-house","None",False,True,"2025-06-02 15:57:10","2025-06-04 15:57:10"
"MNT000379",47,230,"WiFi Issues","Medium","TV remote not working","2025-04-02 15:57:10","EMP0182","EMP0039","Completed","2025-04-14 15:57:10","1883.78","339.08","2222.86","Lock Mechanism","In-house","None",True,False,"2025-04-02 15:57:10","2025-04-14 15:57:10"
"MNT000380",36,1443,"AC Repair","High","Ceiling fan making noise","2025-04-16 15:57:10","EMP0285","EMP0404","Open",NULL,"0.00","0.00","0.00",NULL,"In-house","None",True,False,"2025-04-16 15:57:10","2025-08-19 15:57:10"
"MNT000381",43,NULL,"Room Cleaning","Critical","TV remote not working","2025-07-14 15:57:10","EMP0598","EMP0196","Open","2025-07-29 15:57:10","12549.93","2258.99","14808.92","Paint","In-house","Minor",False,True,"2025-07-14 15:57:10","2025-07-29 15:57:10"
"MNT000382",42,2578,"Carpentry","High","Light bulb replacement needed","2025-03-05 15:57:10","EMP0563","EMP0322","In Progress","2025-03-23 15:57:10","1097.03","197.47","1294.50","None","In-house","Minor",False,True,"2025-03-05 15:57:10","2025-03-23 15:57:10"
"MNT000383",16,2462,"Plumbing","Critical","Bathroom exhaust fan noise","2025-05-16 15:57:10","EMP0092","EMP0226","In Progress","2025-06-03 15:57:10","11498.78","2069.78","13568.56","Geyser Element","In-house","Minor",True,True,"2025-05-16 15:57:10","2025-06-03 15:57:10"
"MNT000384",2,1615,"Ceiling Fan","Critical","Carpet cleaning required","2025-05-17 15:57:10","EMP0542","EMP0296","On Hold","2025-05-22 15:57:10","3741.10","673.40","4414.50","Light Bulb","In-house","Major",False,True,"2025-05-17 15:57:10","2025-05-22 15:57:10"
"MNT000385",2,2002,"Geyser Repair","Medium","Balcony door handle broken","2025-05-30 15:57:10","EMP0426","EMP0680","Completed","2025-06-07 15:57:10","2666.07","479.89","3145.96","Tap Washer","In-house","Major",True,False,"2025-05-30 15:57:10","2025-06-07 15:57:10"
"MNT000386",20,1577,"Ceiling Fan","Low","AC not cooling properly","2025-03-15 15:57:10","EMP0346","EMP0757","Open","2025-04-02 15:57:10","1083.28","194.99","1278.27","Fan Belt","In-house","Minor",False,True,"2025-03-15 15:57:10","2025-04-02 15:57:10"
"MNT000387",6,1604,"Ceiling Fan","High","Balcony door handle broken","2025-06-22 15:57:10","EMP0109","EMP0002","Open","2025-07-01 15:57:10","4771.69","858.90","5630.59","Tap Washer","Local Contractor","Major",False,False,"2025-06-22 15:57:10","2025-07-01 15:57:10"
"MNT000388",19,2489,"Painting","Low","Bathroom tap leaking","2025-06-02 15:57:10","EMP0229","EMP0512","Open","2025-06-16 15:57:10","2074.16","373.35","2447.51","Fan Belt","Local Contractor","Minor",False,True,"2025-06-02 15:57:10","2025-06-16 15:57:10"
"MNT000389",47,1823,"Electrical","Medium","Bathroom tap leaking","2025-04-17 15:57:10","EMP0272","EMP0358","In Progress","2025-04-28 15:57:10","777.11","139.88","916.99","Tap Washer","In-house","None",False,True,"2025-04-17 15:57:10","2025-04-28 15:57:10"
"MNT000390",50,NULL,"Room Cleaning","Medium","AC not cooling properly","2025-08-14 15:57:10","EMP0384","EMP0173","On Hold","2025-08-31 15:57:10","886.69","159.60","1046.29","Fan Belt","In-house","None",True,False,"2025-08-14 15:57:10","2025-08-31 15:57:10"
"MNT000391",43,134,"Room Cleaning","Medium","Room door lock issue","2025-03-24 15:57:10","EMP0502","EMP0579","Completed","2025-04-14 15:57:10","903.84","162.69","1066.53","Paint","In-house","Minor",True,True,"2025-03-24 15:57:10","2025-04-14 15:57:10"
"MNT000392",30,2138,"Pest Control","Medium","Bed sheet stains","2025-07-10 15:57:10","EMP0179","EMP0235","In Progress","2025-07-15 15:57:10","297.47","53.54","351.01","AC Filter","In-house","Major",False,False,"2025-07-10 15:57:10","2025-07-15 15:57:10"
"MNT000393",10,NULL,"Geyser Repair","Low","Mini-bar not working","2025-04-04 15:57:10","EMP0548","EMP0699","Open","2025-04-21 15:57:10","564.17","101.55","665.72","AC Filter","In-house","Major",True,False,"2025-04-04 15:57:10","2025-04-21 15:57:10"
"MNT000394",32,2218,"Pest Control","Low","AC not cooling properly","2025-04-26 15:57:10","EMP0531","EMP0397","Open","2025-05-13 15:57:10","2952.75","531.50","3484.25","Light Bulb","Local Contractor","Minor",False,True,"2025-04-26 15:57:10","2025-05-13 15:57:10"
"MNT000395",12,2102,"Room Cleaning","Critical","WiFi connectivity issue","2025-03-07 15:57:10","EMP0448","EMP0017","In Progress",NULL,"0.00","0.00","0.00",NULL,"In-house","Minor",True,False,"2025-03-07 15:57:10","2025-08-19 15:57:10"
"MNT000396",25,1166,"Window Repair","Low","Bed sheet stains","2025-08-07 15:57:10","EMP0288","EMP0355","Open","2025-08-26 15:57:10","1022.84","184.11","1206.95","Tap Washer","In-house","Minor",True,True,"2025-08-07 15:57:10","2025-08-26 15:57:10"
"MNT000397",38,950,"Carpentry","Critical","TV remote not working","2025-05-15 15:57:10","EMP0311","EMP0097","Completed","2025-05-18 15:57:10","7593.15","1366.77","8959.92","AC Filter","Brand Service Center","Minor",False,False,"2025-05-15 15:57:10","2025-05-18 15:57:10"
"MNT000398",45,964,"Furniture Repair","High","Mini-bar not working","2025-08-08 15:57:10","EMP0634","EMP0678","On Hold","2025-08-09 15:57:10","4425.87","796.66","5222.53","Lock Mechanism","Local Contractor","None",False,False,"2025-08-08 15:57:10","2025-08-09 15:57:10"
"MNT000399",20,1178,"Electrical","Critical","WiFi connectivity issue","2025-04-30 15:57:10","EMP0437","EMP0733","On Hold","2025-05-09 15:57:10","10851.65","1953.30","12804.95","Door Handle","Brand Service Center","Minor",True,False,"2025-04-30 15:57:10","2025-05-09 15:57:10"
"MNT000400",19,2586,"Window Repair","High","Ceiling fan making noise","2025-03-04 15:57:10","EMP0332","EMP0668","Open","2025-03-07 15:57:10","1240.30","223.25","1463.55","Fan Belt","In-house","Major",False,True,"2025-03-04 15:57:10","2025-03-07 15:57:10"
"MNT000401",7,1511,"AC Repair","Low","TV remote not working","2025-05-12 15:57:10","EMP0349","EMP0334","In Progress","2025-05-31 15:57:10","939.32","169.08","1108.40","Light Bulb","In-house","None",False,False,"2025-05-12 15:57:10","2025-05-31 15:57:10"
"MNT000402",3,2641,"Carpentry","Medium","TV remote not working","2025-07-20 15:57:10","EMP0279","EMP0311","Cancelled","2025-08-02 15:57:10","2021.13","363.80","2384.93","Lock Mechanism","Local Contractor","Minor",True,True,"2025-07-20 15:57:10","2025-08-02 15:57:10"
"MNT000403",38,180,"Carpentry","Critical","Bed sheet stains","2025-08-11 15:57:10","EMP0206","EMP0399","Cancelled","2025-08-28 15:57:10","7443.87","1339.90","8783.77","AC Filter","Brand Service Center","None",False,False,"2025-08-11 15:57:10","2025-08-28 15:57:10"
"MNT000404",43,NULL,"Lock Repair","High","Window blind repair","2025-06-06 15:57:10","EMP0682","EMP0786","Open","2025-06-09 15:57:10","7459.92","1342.79","8802.71","Tap Washer","In-house","None",True,True,"2025-06-06 15:57:10","2025-06-09 15:57:10"
"MNT000405",48,2064,"Pest Control","Medium","Bathroom exhaust fan noise","2025-05-03 15:57:10","EMP0493","EMP0327","Completed","2025-05-13 15:57:10","459.75","82.75","542.50","AC Filter","In-house","None",False,False,"2025-05-03 15:57:10","2025-05-13 15:57:10"
"MNT000406",28,2112,"Ceiling Fan","Medium","Room door lock issue","2025-04-01 15:57:10","EMP0517","EMP0454","Open",NULL,"0.00","0.00","0.00",NULL,"In-house","None",True,False,"2025-04-01 15:57:10","2025-08-19 15:57:10"
"MNT000407",15,2343,"Window Repair","Low","Ceiling fan making noise","2025-07-07 15:57:10","EMP0458","EMP0322","On Hold","2025-07-25 15:57:10","2435.14","438.33","2873.47","Light Bulb","Brand Service Center","None",True,False,"2025-07-07 15:57:10","2025-07-25 15:57:10"
"MNT000408",40,2391,"Electrical","High","AC not cooling properly","2025-08-03 15:57:10","EMP0405","EMP0772","In Progress","2025-08-17 15:57:10","3434.89","618.28","4053.17","Geyser Element","Brand Service Center","Minor",True,True,"2025-08-03 15:57:10","2025-08-17 15:57:10"
"MNT000409",44,2408,"Bathroom Fixtures","High","Ceiling fan making noise","2025-07-28 15:57:10","EMP0376","EMP0514","Open","2025-08-02 15:57:10","3770.36","678.66","4449.02","None","Local Contractor","Minor",True,False,"2025-07-28 15:57:10","2025-08-02 15:57:10"
"MNT000410",6,2322,"Electrical","Low","Geyser not heating water","2025-04-24 15:57:10","EMP0603","EMP0381","In Progress","2025-05-14 15:57:10","1883.24","338.98","2222.22","Tap Washer","In-house","None",False,True,"2025-04-24 15:57:10","2025-05-14 15:57:10"
"MNT000411",44,247,"Furniture Repair","Critical","Ceiling fan making noise","2025-06-28 15:57:10","EMP0031","EMP0360","Open","2025-07-15 15:57:10","16458.40","2962.51","19420.91","AC Filter","Brand Service Center","Major",True,True,"2025-06-28 15:57:10","2025-07-15 15:57:10"
"MNT000412",42,1910,"Plumbing","High","Room door lock issue","2025-05-16 15:57:10","EMP0381","EMP0551","Completed","2025-06-05 15:57:10","4911.28","884.03","5795.31","Paint","Brand Service Center","Major",False,True,"2025-05-16 15:57:10","2025-06-05 15:57:10"
