"room_id","hotel_id","room_number","room_type","bed_type","capacity","size_sqft","base_price_inr","current_status","floor_number","view_type","amenities","gst_rate_percent","created_at","updated_at"
2213,24,"1608","Luxury Villa","Single",4,299,"25975.00","Available",1,"Lake View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2214,38,"621","Luxury Villa","Double",4,928,"30607.00","Housekeeping",6,"Sea View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2215,37,"839","Deluxe AC","Queen",2,1356,"8720.00","Available",8,"Mountain View","AC, WiFi, TV, Safe, Kitchenette, Dining Area","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2216,46,"413","Executive Room","King",4,718,"5773.00","Housekeeping",4,"Lake View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2217,24,"426","Palace Room","King",5,1101,"22509.00","Available",4,"Garden View","AC, WiFi, TV, Mini-bar, Safe, Spa Bath, Private Garden","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2218,34,"306","Royal Suite","Twin",5,497,"34482.00","Housekeeping",3,"Garden View","AC, WiFi, TV, Mini-bar, Safe, Spa Bath, Private Garden","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2219,48,"2043","Honeymoon Suite","Twin",1,1275,"29486.00","Housekeeping",2,"Lake View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2220,35,"1536","Traditional Haveli Room","Twin",8,1250,"6189.00","Available",1,"Lake View","AC, WiFi, TV, Mini-bar, Safe, Balcony, Room Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2221,11,"1831","Standard AC","King",5,750,"4787.00","Out of Order",1,"Mountain View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2222,32,"122","Deluxe AC","Queen",8,473,"4389.00","Occupied",1,"Forest View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2223,44,"1717","Pool View","King",2,596,"5010.00","Maintenance",1,"Garden View","AC, WiFi, TV, Mini-bar, Safe, Balcony, Room Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2224,22,"2013","Heritage Room","King",8,489,"8291.00","Housekeeping",2,"Pool View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2225,48,"628","Royal Suite","King",6,1401,"16341.00","Occupied",6,"City View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2226,5,"1840","Deluxe AC","King",8,1178,"14334.00","Out of Order",1,"Garden View","AC, WiFi, TV, Mini-bar, Safe, Balcony, Room Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2227,50,"413","Royal Suite","King",8,1443,"31693.00","Maintenance",4,"City View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2228,32,"1933","Traditional Haveli Room","Single",5,793,"24519.00","Occupied",1,"Forest View","AC, WiFi, TV, Mini-bar, Safe, Balcony, Room Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2229,7,"416","Executive Room","Double",4,1074,"6057.00","Available",4,"Garden View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2230,49,"1328","Traditional Haveli Room","King",1,506,"8284.00","Maintenance",1,"City View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2231,44,"2039","Family Suite","Single",8,605,"26480.00","Occupied",2,"Mountain View","AC, WiFi, TV, Mini-bar, Safe, Balcony, Room Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2232,31,"1048","Luxury Villa","Queen",3,490,"26819.00","Out of Order",1,"City View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2233,3,"414","Maharaja Suite","Twin",5,645,"31483.00","Occupied",4,"Lake View","AC, WiFi, TV, Mini-bar, Safe, Balcony, Room Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2234,45,"2042","Pool View","Queen",8,1454,"4334.00","Available",2,"Pool View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2235,19,"105","Executive Room","Single",7,590,"6748.00","Available",1,"Garden View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2236,31,"843","Maharaja Suite","Twin",3,333,"12383.00","Housekeeping",8,"Garden View","AC, WiFi, TV, Mini-bar, Safe, Balcony, Room Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2237,17,"2029","Traditional Haveli Room","Single",4,1370,"11447.00","Out of Order",2,"City View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2238,45,"906","Garden View","Queen",3,436,"6678.00","Maintenance",9,"Pool View","AC, WiFi, TV, Safe, Kitchenette, Dining Area","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2239,28,"1501","Family Suite","Double",2,1056,"31043.00","Maintenance",1,"Sea View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2240,20,"1035","Heritage Room","Twin",2,250,"18905.00","Out of Order",1,"Lake View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2241,47,"1810","Royal Suite","Single",4,520,"9270.00","Available",1,"Garden View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2242,6,"1637","Heritage Room","King",6,774,"19962.00","Housekeeping",1,"City View","AC, WiFi, TV, Mini-bar, Safe, Balcony, Room Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2243,25,"903","Maharaja Suite","Queen",7,203,"14094.00","Housekeeping",9,"Garden View","AC, WiFi, TV, Safe, Kitchenette, Dining Area","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2244,43,"1107","Luxury Villa","Single",7,840,"32467.00","Available",1,"City View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2245,20,"1601","Royal Suite","Queen",1,475,"20587.00","Maintenance",1,"Pool View","AC, WiFi, TV, Mini-bar, Safe, Spa Bath, Private Garden","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2246,14,"1548","Honeymoon Suite","Queen",3,408,"17245.00","Housekeeping",1,"Forest View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2247,42,"1932","Pool View","Single",8,1017,"4179.00","Out of Order",1,"City View","AC, WiFi, TV, Mini-bar, Safe, Balcony, Room Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2248,44,"813","Traditional Haveli Room","King",4,1270,"12663.00","Maintenance",8,"Mountain View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2249,42,"245","Family Suite","Twin",3,1091,"33421.00","Available",2,"Lake View","AC, WiFi, TV, Safe, Kitchenette, Dining Area","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2250,13,"1146","Maharaja Suite","Queen",7,593,"12568.00","Occupied",1,"Heritage View","AC, WiFi, TV, Safe, Kitchenette, Dining Area","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2251,21,"1301","Presidential Suite","Single",7,451,"34675.00","Occupied",1,"City View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2252,15,"628","Garden View","Twin",3,622,"2595.00","Out of Order",6,"Lake View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2253,48,"950","Presidential Suite","Queen",7,1208,"19181.00","Occupied",9,"Sea View","AC, WiFi, TV, Safe, Kitchenette, Dining Area","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2254,3,"1016","Executive Room","King",2,846,"8188.00","Maintenance",1,"Mountain View","AC, WiFi, TV, Mini-bar, Safe, Balcony, Room Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2255,47,"604","Heritage Room","Queen",7,926,"11219.00","Housekeeping",6,"Pool View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2256,17,"150","Heritage Room","Single",3,249,"19463.00","Maintenance",1,"Pool View","AC, WiFi, TV, Safe, Kitchenette, Dining Area","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2257,40,"1116","Family Suite","Double",1,1151,"14345.00","Out of Order",1,"Lake View","AC, WiFi, TV, Mini-bar, Safe, Balcony, Room Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2258,15,"941","Honeymoon Suite","Twin",6,508,"17684.00","Available",9,"Garden View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2259,48,"740","Pool View","Queen",3,869,"3434.00","Available",7,"Mountain View","AC, WiFi, TV, Mini-bar, Safe, Spa Bath, Private Garden","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2260,16,"2041","Standard AC","Twin",6,512,"7001.00","Occupied",2,"Sea View","AC, WiFi, TV, Mini-bar, Safe, Spa Bath, Private Garden","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2261,1,"816","Honeymoon Suite","Queen",5,758,"10865.00","Available",8,"Pool View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2262,33,"838","Deluxe AC","Queen",6,706,"11380.00","Out of Order",8,"Pool View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2263,44,"1508","Family Suite","Double",3,1399,"21108.00","Out of Order",1,"Sea View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2264,8,"821","Traditional Haveli Room","Single",2,625,"10645.00","Housekeeping",8,"Mountain View","AC, WiFi, TV, Safe, Kitchenette, Dining Area","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2265,41,"1835","Standard AC","King",6,475,"5339.00","Available",1,"Heritage View","AC, WiFi, TV, Mini-bar, Safe, Spa Bath, Private Garden","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2266,29,"202","Presidential Suite","Twin",2,713,"29859.00","Out of Order",2,"Heritage View","AC, WiFi, TV, Mini-bar, Safe, Spa Bath, Private Garden","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2267,30,"345","Presidential Suite","King",7,741,"30215.00","Out of Order",3,"Sea View","AC, WiFi, TV, Mini-bar, Safe, Spa Bath, Private Garden","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2268,48,"139","Traditional Haveli Room","Twin",4,1319,"18878.00","Available",1,"Pool View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2269,4,"247","Executive Room","King",4,478,"9621.00","Out of Order",2,"Mountain View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2270,24,"633","Garden View","Twin",1,867,"3756.00","Maintenance",6,"Heritage View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2271,42,"2044","Palace Room","King",3,530,"24510.00","Housekeeping",2,"Garden View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2272,35,"202","Standard AC","Single",7,945,"4879.00","Housekeeping",2,"Sea View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2273,27,"1547","Family Suite","King",8,1470,"27058.00","Maintenance",1,"City View","AC, WiFi, TV, Mini-bar, Safe, Spa Bath, Private Garden","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2274,33,"539","Garden View","Single",1,728,"7198.00","Housekeeping",5,"Mountain View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2275,14,"133","Honeymoon Suite","Twin",6,1026,"20815.00","Maintenance",1,"Sea View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2276,29,"245","Standard AC","King",3,1086,"6781.00","Available",2,"Pool View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2277,22,"1913","Executive Room","Twin",1,681,"11542.00","Occupied",1,"Lake View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2278,24,"1828","Presidential Suite","Single",4,457,"8320.00","Out of Order",1,"Garden View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2279,46,"438","Family Suite","Double",4,581,"12850.00","Occupied",4,"Mountain View","AC, WiFi, TV, Mini-bar, Safe, Spa Bath, Private Garden","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2280,45,"1334","Palace Room","Twin",6,732,"22725.00","Out of Order",1,"City View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2281,18,"1102","Traditional Haveli Room","Twin",2,1489,"9557.00","Occupied",1,"Sea View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2282,48,"1446","Palace Room","Twin",7,1473,"12680.00","Maintenance",1,"Heritage View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2283,9,"1534","Heritage Room","Single",3,1401,"13105.00","Out of Order",1,"City View","AC, WiFi, TV, Mini-bar, Safe, Spa Bath, Private Garden","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2284,1,"501","Traditional Haveli Room","Twin",1,259,"6563.00","Available",5,"Forest View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2285,9,"1117","Deluxe AC","King",2,1045,"9016.00","Housekeeping",1,"City View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2286,23,"309","Presidential Suite","Double",6,332,"30111.00","Occupied",3,"Forest View","AC, WiFi, TV, Safe, Kitchenette, Dining Area","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2287,13,"2015","Family Suite","Queen",5,1113,"27114.00","Occupied",2,"City View","AC, WiFi, TV, Safe, Kitchenette, Dining Area","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2288,12,"339","Presidential Suite","Twin",5,349,"26757.00","Available",3,"Pool View","AC, WiFi, TV, Safe, Kitchenette, Dining Area","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2289,4,"425","Deluxe AC","Double",2,592,"14031.00","Housekeeping",4,"Heritage View","AC, WiFi, TV, Mini-bar, Safe, Spa Bath, Private Garden","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2290,9,"1644","Business Room","King",7,1201,"4508.00","Available",1,"Sea View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2291,30,"1405","Heritage Room","King",6,1187,"20688.00","Available",1,"Sea View","AC, WiFi, TV, Safe, Kitchenette, Dining Area","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2292,19,"1008","Presidential Suite","King",6,612,"15590.00","Occupied",1,"Lake View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2293,9,"1415","Garden View","Queen",1,524,"2941.00","Available",1,"Lake View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2294,38,"624","Pool View","King",8,1482,"7816.00","Out of Order",6,"Garden View","AC, WiFi, TV, Safe, Kitchenette, Dining Area","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2295,18,"1820","Executive Room","King",1,1349,"10437.00","Occupied",1,"Lake View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2296,16,"1518","Luxury Villa","Queen",4,1095,"9700.00","Available",1,"Sea View","AC, WiFi, TV, Safe, Kitchenette, Dining Area","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2297,39,"1723","Garden View","Queen",4,915,"2654.00","Housekeeping",1,"Heritage View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2298,33,"2010","Maharaja Suite","Twin",4,933,"28960.00","Occupied",2,"Mountain View","AC, WiFi, TV, Mini-bar, Safe, Balcony, Room Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2299,19,"531","Heritage Room","King",5,946,"24750.00","Housekeeping",5,"Forest View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2300,35,"804","Heritage Room","King",3,555,"17409.00","Maintenance",8,"Forest View","AC, WiFi, TV, Mini-bar, Safe, Balcony, Room Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2301,46,"1901","Palace Room","Single",8,360,"22473.00","Out of Order",1,"Lake View","AC, WiFi, TV, Mini-bar, Safe, Balcony, Room Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2302,39,"517","Pool View","King",1,1202,"3152.00","Out of Order",5,"Forest View","AC, WiFi, TV, Mini-bar, Safe, Balcony, Room Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2303,27,"314","Business Room","King",4,1267,"3657.00","Out of Order",3,"Pool View","AC, WiFi, TV, Mini-bar, Safe, Balcony, Room Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2304,28,"1320","Standard AC","Single",7,306,"7733.00","Maintenance",1,"Pool View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2305,2,"850","Garden View","King",6,444,"4167.00","Available",8,"Heritage View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2306,17,"1749","Traditional Haveli Room","Twin",5,759,"19130.00","Housekeeping",1,"Heritage View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2307,27,"2035","Family Suite","Queen",2,284,"33262.00","Occupied",2,"Heritage View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2308,13,"1306","Garden View","Double",2,1261,"7558.00","Out of Order",1,"Lake View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2309,46,"1531","Standard AC","Twin",5,780,"2525.00","Out of Order",1,"City View","AC, WiFi, TV, Safe, Kitchenette, Dining Area","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2310,25,"1626","Heritage Room","Queen",6,1260,"15820.00","Available",1,"Heritage View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2311,44,"946","Traditional Haveli Room","Double",8,1030,"9451.00","Housekeeping",9,"Pool View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2312,1,"1624","Traditional Haveli Room","King",8,1499,"17442.00","Maintenance",1,"Sea View","AC, WiFi, TV, Safe, Kitchenette, Dining Area","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2313,16,"1540","Heritage Room","Queen",4,971,"10478.00","Out of Order",1,"Garden View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2314,33,"240","Presidential Suite","Double",6,1038,"14469.00","Out of Order",2,"Forest View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2315,6,"1932","Pool View","Queen",8,961,"5172.00","Maintenance",1,"Garden View","AC, WiFi, TV, Mini-bar, Safe, Balcony, Room Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2316,6,"1237","Traditional Haveli Room","Single",3,822,"16024.00","Available",1,"Garden View","AC, WiFi, TV, Mini-bar, Safe, Spa Bath, Private Garden","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2317,14,"1309","Maharaja Suite","King",6,214,"16519.00","Available",1,"City View","AC, WiFi, TV, Safe, Kitchenette, Dining Area","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2318,47,"1816","Royal Suite","Queen",4,765,"15643.00","Maintenance",1,"Forest View","AC, WiFi, TV, Mini-bar, Safe, Balcony, Room Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2319,43,"1442","Pool View","Twin",7,1032,"3183.00","Available",1,"Heritage View","AC, WiFi, TV, Mini-bar, Safe, Spa Bath, Private Garden","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2320,44,"1712","Heritage Room","King",8,1121,"24968.00","Available",1,"Mountain View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2321,39,"123","Garden View","Queen",2,919,"4813.00","Occupied",1,"Pool View","AC, WiFi, TV, Mini-bar, Safe, Spa Bath, Private Garden","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2322,13,"740","Traditional Haveli Room","Double",1,501,"12558.00","Available",7,"Pool View","AC, WiFi, TV, Mini-bar, Safe, Spa Bath, Private Garden","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2323,33,"1806","Maharaja Suite","Double",3,773,"8297.00","Maintenance",1,"Garden View","AC, WiFi, TV, Mini-bar, Safe, Balcony, Room Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2324,27,"1841","Family Suite","Double",5,1292,"13602.00","Out of Order",1,"Pool View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2325,5,"1945","Business Room","King",7,1068,"5595.00","Out of Order",1,"Forest View","AC, WiFi, TV, Mini-bar, Safe, Balcony, Room Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2326,32,"2002","Presidential Suite","Double",1,534,"8952.00","Out of Order",2,"Forest View","AC, WiFi, TV, Mini-bar, Safe, Balcony, Room Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2327,27,"1137","Garden View","Queen",2,1073,"2747.00","Housekeeping",1,"Lake View","AC, WiFi, TV, Safe, Kitchenette, Dining Area","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2328,26,"606","Deluxe AC","King",1,462,"11899.00","Maintenance",6,"Pool View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2329,22,"117","Presidential Suite","Twin",6,1182,"20747.00","Maintenance",1,"Garden View","AC, WiFi, TV, Mini-bar, Safe, Balcony, Room Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2330,40,"1231","Family Suite","Double",7,584,"26260.00","Housekeeping",1,"Forest View","AC, WiFi, TV, Mini-bar, Safe, Spa Bath, Private Garden","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2331,9,"1102","Standard AC","King",2,1293,"5108.00","Housekeeping",1,"Mountain View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2332,12,"1648","Presidential Suite","Queen",5,950,"22973.00","Housekeeping",1,"Sea View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2333,24,"1517","Traditional Haveli Room","Twin",1,1455,"6213.00","Housekeeping",1,"Heritage View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2334,9,"118","Palace Room","King",7,598,"15831.00","Maintenance",1,"Mountain View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2335,6,"1710","Royal Suite","Double",8,943,"23884.00","Available",1,"Heritage View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2336,32,"201","Traditional Haveli Room","Queen",2,1060,"19484.00","Maintenance",2,"Heritage View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2337,29,"1304","Maharaja Suite","Queen",7,1092,"11035.00","Out of Order",1,"Garden View","AC, WiFi, TV, Safe, Kitchenette, Dining Area","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2338,29,"308","Pool View","Queen",1,596,"3739.00","Out of Order",3,"Mountain View","AC, WiFi, TV, Mini-bar, Safe, Balcony, Room Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2339,15,"701","Maharaja Suite","Single",5,1409,"19305.00","Occupied",7,"City View","AC, WiFi, TV, Safe, Kitchenette, Dining Area","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2340,23,"1844","Pool View","Single",1,654,"4200.00","Out of Order",1,"Heritage View","AC, WiFi, TV, Mini-bar, Safe, Spa Bath, Private Garden","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2341,8,"1836","Luxury Villa","Queen",2,1264,"20502.00","Maintenance",1,"Forest View","AC, WiFi, TV, Mini-bar, Safe, Balcony, Room Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
2342,40,"403","Palace Room","King",2,944,"7718.00","Out of Order",4,"City View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
