"inventory_id","hotel_id","item_name","category","current_stock","minimum_stock","maximum_stock","unit_of_measure","unit_price_inr","total_value_inr","gst_rate_percent","supplier_name","supplier_contact","supplier_gst","last_ordered_date","next_order_date","expiry_date","storage_location","hsn_code","created_at","updated_at"
"INV000802",30,"Hotel Item 802","Kitchen Supplies",2821,423,7898,"packets","1115.50","3146825.50","5.00","Hotel Essentials India","+91-82042-80449","23ABCDE3182Z5F1","2025-07-27","2025-09-25",NULL,"Housekeeping Store","663525","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000803",45,"Hotel Item 803","Bathroom Supplies",1350,202,3779,"pieces","598.17","807529.50","12.00","Hotel Essentials India","+91-85517-38767","71ABCDE4592Z5F1","2025-07-28","2025-09-07","2027-04-04","Kitchen Store","948815","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000804",2,"Hotel Item 804","Kitchen Supplies",2193,328,6140,"bottles","568.50","1246720.50","18.00","Indian Hotel Supplies Ltd","+91-82002-48570","42ABCDE6884Z5F1","2025-04-21","2025-09-14","2027-03-12","Housekeeping Store","387116","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000805",49,"Hotel Item 805","Bathroom Supplies",2120,318,5936,"packets","523.12","1109014.40","28.00","Indian Hotel Supplies Ltd","+91-84004-85122","11ABCDE3100Z5F1","2025-05-03","2025-08-25","2026-09-24","Kitchen Store","189285","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000806",29,"Hotel Item 806","Amenities",1507,226,4219,"units","1212.36","1827026.52","5.00","Hotel Essentials India","+91-92777-40293","93ABCDE2730Z5F1","2025-06-30","2025-09-11",NULL,"Main Store","482879","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000807",14,"Hotel Item 807","Amenities",2253,337,6308,"units","1428.30","3217959.90","5.00","Indian Hotel Supplies Ltd","+91-93418-23412","40ABCDE4331Z5F1","2025-06-15","2025-09-29","2028-05-05","Kitchen Store","622244","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000808",30,"Hotel Item 808","Amenities",841,126,2354,"bottles","1076.50","905336.50","28.00","Indian Hotel Supplies Ltd","+91-94871-24519","38ABCDE5806Z5F1","2025-08-05","2025-08-28","2027-12-18","Housekeeping Store","708855","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000809",39,"Hotel Item 809","Bathroom Supplies",640,96,1792,"units","287.26","183846.40","12.00","Indian Hotel Supplies Ltd","+91-74848-21335","13ABCDE5020Z5F1","2025-06-20","2025-09-16","2028-01-15","Kitchen Store","487731","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000810",30,"Hotel Item 810","Room Supplies",1749,262,4897,"units","1460.57","2554536.93","28.00","Hotel Essentials India","+91-98845-11759","86ABCDE2024Z5F1","2025-08-07","2025-09-09","2027-04-18","Housekeeping Store","644669","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000811",24,"Hotel Item 811","Kitchen Supplies",1179,176,3301,"rolls","1334.39","1573245.81","12.00","Indian Hotel Supplies Ltd","+91-67477-63401","40ABCDE3390Z5F1","2025-08-01","2025-09-06",NULL,"Kitchen Store","174226","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000812",44,"Hotel Item 812","Kitchen Supplies",420,63,1176,"rolls","439.80","184716.00","5.00","Hotel Essentials India","+91-69392-40452","94ABCDE1362Z5F1","2025-04-22","2025-09-14","2027-05-07","Main Store","828038","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000813",39,"Hotel Item 813","Room Supplies",2223,333,6224,"sets","1270.46","2824232.58","28.00","Hotel Essentials India","+91-67392-66723","43ABCDE7403Z5F1","2025-07-03","2025-09-30","2027-12-29","Housekeeping Store","873976","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000814",21,"Hotel Item 814","Amenities",2424,363,6787,"rolls","632.90","1534149.60","5.00","Hotel Essentials India","+91-67728-28342","63ABCDE6905Z5F1","2025-08-06","2025-08-29","2028-07-22","Housekeeping Store","253157","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000815",25,"Hotel Item 815","Room Supplies",2530,379,7084,"units","826.40","2090792.00","28.00","Hotel Essentials India","+91-98904-99566","50ABCDE4895Z5F1","2025-06-19","2025-09-09","2028-03-03","Kitchen Store","998441","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000816",43,"Hotel Item 816","Amenities",1997,299,5591,"sets","694.53","1386976.41","18.00","Indian Hotel Supplies Ltd","+91-67318-56211","91ABCDE1336Z5F1","2025-08-02","2025-08-27","2028-02-16","Housekeeping Store","682880","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000817",9,"Hotel Item 817","Kitchen Supplies",2205,330,6174,"packets","673.65","1485398.25","5.00","Hotel Essentials India","+91-77149-93615","56ABCDE3336Z5F1","2025-06-01","2025-10-01","2028-05-03","Kitchen Store","386392","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000818",18,"Hotel Item 818","Kitchen Supplies",2214,332,6199,"units","995.79","2204679.06","18.00","Indian Hotel Supplies Ltd","+91-68704-97071","67ABCDE4239Z5F1","2025-07-24","2025-09-26","2026-02-13","Kitchen Store","647066","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000819",41,"Hotel Item 819","Amenities",2022,303,5661,"rolls","862.88","1744743.36","18.00","Indian Hotel Supplies Ltd","+91-97723-70184","77ABCDE4040Z5F1","2025-06-04","2025-09-22","2028-03-25","Kitchen Store","248495","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000820",37,"Hotel Item 820","Amenities",1636,245,4580,"pieces","460.31","753067.16","18.00","Indian Hotel Supplies Ltd","+91-72102-90100","20ABCDE8330Z5F1","2025-08-14","2025-08-30","2027-11-13","Housekeeping Store","702716","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000821",42,"Hotel Item 821","Kitchen Supplies",2586,387,7240,"rolls","910.46","2354449.56","18.00","Indian Hotel Supplies Ltd","+91-99440-35264","41ABCDE1349Z5F1","2025-06-27","2025-09-10","2026-12-15","Main Store","879592","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000822",2,"Hotel Item 822","Bathroom Supplies",220,33,616,"bottles","1365.20","300344.00","12.00","Hotel Essentials India","+91-61133-96428","97ABCDE4784Z5F1","2025-05-30","2025-08-28",NULL,"Housekeeping Store","239164","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000823",26,"Hotel Item 823","Room Supplies",812,121,2273,"sets","159.29","129343.48","18.00","Hotel Essentials India","+91-65082-83303","39ABCDE4496Z5F1","2025-07-18","2025-09-30",NULL,"Housekeeping Store","391612","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000824",6,"Hotel Item 824","Bathroom Supplies",2756,413,7716,"bottles","597.03","1645414.68","12.00","Hotel Essentials India","+91-71170-76985","38ABCDE5694Z5F1","2025-06-20","2025-09-23",NULL,"Main Store","266019","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000825",47,"Hotel Item 825","Kitchen Supplies",2730,409,7643,"rolls","1024.26","2796229.80","5.00","Indian Hotel Supplies Ltd","+91-71705-41450","45ABCDE4698Z5F1","2025-05-04","2025-09-24",NULL,"Main Store","709063","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000826",43,"Hotel Item 826","Bathroom Supplies",2356,353,6596,"sets","687.71","1620244.76","5.00","Hotel Essentials India","+91-66805-71958","50ABCDE7116Z5F1","2025-06-08","2025-09-18",NULL,"Kitchen Store","212533","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000827",3,"Hotel Item 827","Kitchen Supplies",549,82,1537,"sets","574.74","315532.26","12.00","Hotel Essentials India","+91-75880-87396","65ABCDE2741Z5F1","2025-07-24","2025-10-02","2026-08-10","Kitchen Store","369993","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000828",28,"Hotel Item 828","Kitchen Supplies",2163,324,6056,"sets","634.37","1372142.31","28.00","Indian Hotel Supplies Ltd","+91-63924-51028","89ABCDE4404Z5F1","2025-05-05","2025-09-17",NULL,"Kitchen Store","233341","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000829",41,"Hotel Item 829","Room Supplies",1164,174,3259,"packets","270.55","314920.20","18.00","Hotel Essentials India","+91-67572-45373","29ABCDE7021Z5F1","2025-06-19","2025-09-29","2027-01-23","Main Store","865159","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000830",33,"Hotel Item 830","Kitchen Supplies",1273,190,3564,"bottles","1058.22","1347114.06","28.00","Hotel Essentials India","+91-63702-26868","17ABCDE5227Z5F1","2025-05-15","2025-09-10","2027-08-15","Housekeeping Store","609136","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000831",20,"Hotel Item 831","Bathroom Supplies",656,98,1836,"packets","826.16","541960.96","18.00","Hotel Essentials India","+91-74798-41218","57ABCDE6198Z5F1","2025-08-09","2025-09-30","2026-12-16","Kitchen Store","283657","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000832",46,"Hotel Item 832","Amenities",1117,167,3127,"sets","505.94","565134.98","5.00","Indian Hotel Supplies Ltd","+91-75257-15275","63ABCDE9970Z5F1","2025-07-28","2025-09-01","2028-07-14","Housekeeping Store","437553","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000833",45,"Hotel Item 833","Amenities",2181,327,6106,"units","95.22","207674.82","18.00","Indian Hotel Supplies Ltd","+91-69570-56977","82ABCDE8479Z5F1","2025-06-06","2025-09-30","2027-08-22","Kitchen Store","346789","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000834",27,"Hotel Item 834","Bathroom Supplies",1430,214,4003,"bottles","1030.94","1474244.20","5.00","Hotel Essentials India","+91-84795-16264","84ABCDE6612Z5F1","2025-04-29","2025-10-01","2026-07-09","Main Store","467125","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000835",32,"Hotel Item 835","Kitchen Supplies",1141,171,3194,"bottles","249.98","285227.18","12.00","Hotel Essentials India","+91-91896-22027","67ABCDE2817Z5F1","2025-07-19","2025-08-29",NULL,"Main Store","863761","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000836",10,"Hotel Item 836","Kitchen Supplies",1953,292,5468,"packets","1402.22","2738535.66","18.00","Hotel Essentials India","+91-63986-17040","44ABCDE2905Z5F1","2025-05-18","2025-09-30",NULL,"Main Store","529618","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000837",38,"Hotel Item 837","Room Supplies",867,130,2427,"pieces","1475.69","1279423.23","28.00","Hotel Essentials India","+91-87654-56430","54ABCDE8376Z5F1","2025-06-05","2025-09-28",NULL,"Kitchen Store","730533","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000838",48,"Hotel Item 838","Amenities",606,90,1696,"rolls","163.15","98868.90","12.00","Hotel Essentials India","+91-92013-34298","26ABCDE4264Z5F1","2025-07-17","2025-09-10","2027-09-14","Main Store","350593","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000839",38,"Hotel Item 839","Bathroom Supplies",1865,279,5222,"packets","1452.05","2708073.25","12.00","Hotel Essentials India","+91-63410-68419","78ABCDE3736Z5F1","2025-07-07","2025-08-26","2026-12-01","Housekeeping Store","883343","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000840",48,"Hotel Item 840","Bathroom Supplies",304,45,851,"packets","1148.48","349137.92","5.00","Hotel Essentials India","+91-73902-57607","15ABCDE9534Z5F1","2025-05-08","2025-08-30","2028-02-20","Housekeeping Store","930129","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000841",9,"Hotel Item 841","Bathroom Supplies",2978,446,8338,"packets","1396.78","4159610.84","28.00","Indian Hotel Supplies Ltd","+91-93120-47284","13ABCDE9762Z5F1","2025-06-23","2025-09-27",NULL,"Housekeeping Store","552734","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000842",1,"Hotel Item 842","Bathroom Supplies",1714,257,4799,"bottles","1413.34","2422464.76","5.00","Hotel Essentials India","+91-97512-31112","86ABCDE4864Z5F1","2025-07-09","2025-08-31","2026-03-03","Housekeeping Store","350886","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000843",45,"Hotel Item 843","Kitchen Supplies",2901,435,8122,"rolls","1345.62","3903643.62","18.00","Hotel Essentials India","+91-69663-57219","28ABCDE9792Z5F1","2025-05-26","2025-09-24","2028-04-03","Housekeeping Store","967833","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000844",4,"Hotel Item 844","Room Supplies",1238,185,3466,"rolls","113.34","140314.92","12.00","Indian Hotel Supplies Ltd","+91-68397-88847","11ABCDE6128Z5F1","2025-07-14","2025-09-01","2027-03-22","Main Store","128177","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000845",23,"Hotel Item 845","Room Supplies",2528,379,7078,"bottles","888.40","2245875.20","5.00","Indian Hotel Supplies Ltd","+91-97556-26474","64ABCDE5187Z5F1","2025-07-04","2025-09-21",NULL,"Housekeeping Store","438586","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000846",38,"Hotel Item 846","Bathroom Supplies",2059,308,5765,"units","288.61","594247.99","28.00","Hotel Essentials India","+91-75597-72552","11ABCDE3247Z5F1","2025-04-24","2025-09-15",NULL,"Housekeeping Store","981234","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000847",45,"Hotel Item 847","Bathroom Supplies",1259,188,3525,"units","1271.92","1601347.28","28.00","Hotel Essentials India","+91-89587-24327","35ABCDE7578Z5F1","2025-08-07","2025-09-06","2028-02-18","Main Store","958019","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000848",49,"Hotel Item 848","Bathroom Supplies",1024,153,2867,"units","156.26","160010.24","18.00","Hotel Essentials India","+91-89991-77684","84ABCDE5085Z5F1","2025-07-19","2025-08-21",NULL,"Main Store","549149","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000849",50,"Hotel Item 849","Room Supplies",1971,295,5518,"rolls","287.86","567372.06","28.00","Hotel Essentials India","+91-98383-59132","14ABCDE1189Z5F1","2025-06-22","2025-09-30","2026-02-03","Housekeeping Store","638681","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000850",1,"Hotel Item 850","Amenities",159,23,445,"rolls","832.14","132310.26","5.00","Indian Hotel Supplies Ltd","+91-78992-74107","66ABCDE2282Z5F1","2025-08-15","2025-08-30","2028-07-20","Main Store","604074","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000851",16,"Hotel Item 851","Room Supplies",2782,417,7789,"pieces","686.08","1908674.56","5.00","Hotel Essentials India","+91-98296-60214","96ABCDE7462Z5F1","2025-08-04","2025-09-12","2028-04-27","Kitchen Store","227537","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000852",17,"Hotel Item 852","Kitchen Supplies",1880,282,5264,"bottles","1088.51","2046398.80","18.00","Indian Hotel Supplies Ltd","+91-99124-55355","15ABCDE2099Z5F1","2025-07-20","2025-09-02",NULL,"Housekeeping Store","991349","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000853",37,"Hotel Item 853","Room Supplies",731,109,2046,"packets","357.29","261178.99","5.00","Hotel Essentials India","+91-69343-34138","57ABCDE9842Z5F1","2025-08-10","2025-09-30",NULL,"Housekeeping Store","757932","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000854",50,"Hotel Item 854","Room Supplies",1074,161,3007,"pieces","428.75","460477.50","18.00","Hotel Essentials India","+91-68846-29294","70ABCDE7111Z5F1","2025-06-20","2025-09-24","2027-07-06","Kitchen Store","390140","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000855",5,"Hotel Item 855","Room Supplies",974,146,2727,"sets","476.64","464247.36","12.00","Hotel Essentials India","+91-67272-48111","83ABCDE5564Z5F1","2025-07-25","2025-09-01","2027-03-04","Main Store","189752","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000856",10,"Hotel Item 856","Bathroom Supplies",2168,325,6070,"packets","1072.23","2324594.64","28.00","Indian Hotel Supplies Ltd","+91-82897-33791","95ABCDE9939Z5F1","2025-04-21","2025-08-25",NULL,"Main Store","399848","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000857",32,"Hotel Item 857","Room Supplies",620,93,1736,"sets","919.73","570232.60","12.00","Hotel Essentials India","+91-93900-29807","59ABCDE7483Z5F1","2025-05-29","2025-08-21","2028-07-31","Housekeeping Store","592467","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000858",46,"Hotel Item 858","Amenities",547,82,1531,"packets","676.37","369974.39","5.00","Hotel Essentials India","+91-94577-51686","63ABCDE8278Z5F1","2025-06-15","2025-09-18",NULL,"Main Store","979215","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000859",24,"Hotel Item 859","Room Supplies",2296,344,6428,"sets","727.52","1670385.92","5.00","Indian Hotel Supplies Ltd","+91-75770-72698","57ABCDE8058Z5F1","2025-06-23","2025-09-13","2027-07-23","Kitchen Store","749662","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000860",11,"Hotel Item 860","Kitchen Supplies",2458,368,6882,"packets","1477.45","3631572.10","28.00","Indian Hotel Supplies Ltd","+91-78966-72202","50ABCDE9438Z5F1","2025-04-23","2025-09-06","2027-06-06","Kitchen Store","563237","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000861",13,"Hotel Item 861","Bathroom Supplies",1504,225,4211,"packets","1111.25","1671320.00","18.00","Indian Hotel Supplies Ltd","+91-72186-24942","12ABCDE7584Z5F1","2025-05-01","2025-09-13",NULL,"Kitchen Store","487577","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000862",22,"Hotel Item 862","Bathroom Supplies",214,32,599,"rolls","364.00","77896.00","18.00","Indian Hotel Supplies Ltd","+91-81354-54908","57ABCDE1346Z5F1","2025-05-31","2025-09-12","2026-07-26","Housekeeping Store","384578","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000863",32,"Hotel Item 863","Bathroom Supplies",1672,250,4681,"pieces","500.27","836451.44","28.00","Hotel Essentials India","+91-89859-95287","49ABCDE3410Z5F1","2025-06-03","2025-08-21",NULL,"Housekeeping Store","302920","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000864",3,"Hotel Item 864","Room Supplies",2937,440,8223,"packets","716.67","2104859.79","28.00","Indian Hotel Supplies Ltd","+91-94947-27880","89ABCDE6164Z5F1","2025-05-13","2025-09-14",NULL,"Housekeeping Store","566314","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000865",35,"Hotel Item 865","Room Supplies",647,97,1811,"bottles","343.58","222296.26","28.00","Indian Hotel Supplies Ltd","+91-66445-82902","63ABCDE3122Z5F1","2025-06-10","2025-10-01","2026-03-17","Main Store","930830","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000866",9,"Hotel Item 866","Bathroom Supplies",109,16,305,"bottles","858.98","93628.82","12.00","Indian Hotel Supplies Ltd","+91-72582-91338","19ABCDE1559Z5F1","2025-07-21","2025-08-28","2026-06-11","Housekeeping Store","458220","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000867",46,"Hotel Item 867","Amenities",1397,209,3911,"units","831.27","1161284.19","18.00","Hotel Essentials India","+91-81648-29010","42ABCDE8834Z5F1","2025-04-30","2025-09-17","2027-03-20","Main Store","383216","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000868",24,"Hotel Item 868","Kitchen Supplies",1704,255,4771,"units","1486.34","2532723.36","28.00","Indian Hotel Supplies Ltd","+91-65293-78551","28ABCDE7015Z5F1","2025-08-08","2025-09-29","2027-11-16","Housekeeping Store","861443","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000869",9,"Hotel Item 869","Bathroom Supplies",2916,437,8164,"packets","657.09","1916074.44","18.00","Indian Hotel Supplies Ltd","+91-84256-47978","77ABCDE4405Z5F1","2025-07-07","2025-09-05",NULL,"Kitchen Store","490738","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000870",43,"Hotel Item 870","Bathroom Supplies",336,50,940,"packets","430.46","144634.56","28.00","Hotel Essentials India","+91-69208-97398","38ABCDE7890Z5F1","2025-08-02","2025-09-13","2028-02-26","Main Store","650189","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000871",17,"Hotel Item 871","Room Supplies",663,99,1856,"pieces","443.85","294272.55","18.00","Hotel Essentials India","+91-81130-32427","73ABCDE8127Z5F1","2025-04-29","2025-09-05","2026-04-30","Main Store","199713","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000872",27,"Hotel Item 872","Amenities",775,116,2170,"pieces","833.01","645582.75","5.00","Indian Hotel Supplies Ltd","+91-68154-62593","16ABCDE5988Z5F1","2025-07-23","2025-09-01","2027-12-30","Main Store","774339","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000873",50,"Hotel Item 873","Amenities",812,121,2273,"bottles","211.73","171924.76","12.00","Indian Hotel Supplies Ltd","+91-91907-19470","45ABCDE3808Z5F1","2025-08-07","2025-09-27",NULL,"Main Store","271473","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000874",24,"Hotel Item 874","Room Supplies",1926,288,5392,"sets","1397.86","2692278.36","5.00","Hotel Essentials India","+91-64475-82088","63ABCDE2363Z5F1","2025-07-29","2025-09-15","2026-01-27","Main Store","326328","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000875",37,"Hotel Item 875","Bathroom Supplies",601,90,1682,"bottles","1471.42","884323.42","18.00","Indian Hotel Supplies Ltd","+91-62662-22111","46ABCDE9669Z5F1","2025-05-18","2025-09-27","2027-03-25","Housekeeping Store","358699","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000876",7,"Hotel Item 876","Kitchen Supplies",920,138,2576,"pieces","1340.27","1233048.40","18.00","Hotel Essentials India","+91-75419-69310","33ABCDE6131Z5F1","2025-08-15","2025-08-23",NULL,"Main Store","857964","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000877",19,"Hotel Item 877","Room Supplies",2301,345,6442,"sets","1048.65","2412943.65","18.00","Hotel Essentials India","+91-89629-16029","34ABCDE2235Z5F1","2025-06-19","2025-09-21","2026-12-21","Main Store","711074","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000878",45,"Hotel Item 878","Amenities",836,125,2340,"packets","498.87","417055.32","28.00","Indian Hotel Supplies Ltd","+91-68228-66887","30ABCDE9646Z5F1","2025-05-15","2025-08-23",NULL,"Kitchen Store","140566","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000879",23,"Hotel Item 879","Room Supplies",1045,156,2926,"sets","612.77","640344.65","12.00","Hotel Essentials India","+91-74732-61376","72ABCDE2883Z5F1","2025-06-15","2025-08-22","2025-11-20","Housekeeping Store","557625","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000880",34,"Hotel Item 880","Kitchen Supplies",594,89,1663,"packets","439.92","261312.48","12.00","Indian Hotel Supplies Ltd","+91-66869-48993","33ABCDE3915Z5F1","2025-07-10","2025-09-03","2026-01-14","Housekeeping Store","133628","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000881",26,"Hotel Item 881","Bathroom Supplies",850,127,2380,"packets","259.06","220201.00","12.00","Hotel Essentials India","+91-79949-37320","82ABCDE2182Z5F1","2025-06-27","2025-09-11",NULL,"Housekeeping Store","395858","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000882",35,"Hotel Item 882","Amenities",1402,210,3925,"sets","270.09","378666.18","18.00","Indian Hotel Supplies Ltd","+91-75885-74325","47ABCDE8503Z5F1","2025-05-09","2025-08-21","2027-06-16","Main Store","245696","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000883",32,"Hotel Item 883","Kitchen Supplies",1530,229,4284,"sets","1373.59","2101592.70","12.00","Indian Hotel Supplies Ltd","+91-82344-41601","44ABCDE3715Z5F1","2025-04-23","2025-09-03","2026-09-20","Main Store","724575","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000884",24,"Hotel Item 884","Room Supplies",1478,221,4138,"units","1366.22","2019273.16","18.00","Indian Hotel Supplies Ltd","+91-95699-71763","53ABCDE2435Z5F1","2025-08-12","2025-09-05","2027-02-09","Main Store","996121","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000885",46,"Hotel Item 885","Kitchen Supplies",902,135,2525,"rolls","441.10","397872.20","12.00","Indian Hotel Supplies Ltd","+91-63760-10958","63ABCDE1275Z5F1","2025-05-23","2025-09-15","2027-08-24","Main Store","660331","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000886",37,"Hotel Item 886","Kitchen Supplies",2239,335,6269,"pieces","620.03","1388247.17","18.00","Indian Hotel Supplies Ltd","+91-62115-98510","48ABCDE4104Z5F1","2025-06-29","2025-09-27","2026-05-09","Housekeeping Store","212986","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000887",45,"Hotel Item 887","Room Supplies",862,129,2413,"packets","1127.26","971698.12","28.00","Indian Hotel Supplies Ltd","+91-83155-97373","60ABCDE6172Z5F1","2025-05-14","2025-09-22","2028-07-28","Housekeeping Store","590972","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000888",5,"Hotel Item 888","Amenities",883,132,2472,"bottles","590.69","521579.27","5.00","Hotel Essentials India","+91-92327-62700","46ABCDE6951Z5F1","2025-05-14","2025-09-05","2026-03-12","Housekeeping Store","955999","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000889",26,"Hotel Item 889","Amenities",2121,318,5938,"sets","43.69","92666.49","18.00","Indian Hotel Supplies Ltd","+91-68895-40387","61ABCDE6216Z5F1","2025-07-17","2025-08-20","2027-08-23","Housekeeping Store","342347","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000890",3,"Hotel Item 890","Bathroom Supplies",315,47,882,"rolls","581.86","183285.90","18.00","Indian Hotel Supplies Ltd","+91-68610-68795","80ABCDE8200Z5F1","2025-07-17","2025-09-03","2027-07-16","Kitchen Store","611114","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000891",24,"Hotel Item 891","Bathroom Supplies",1953,292,5468,"pieces","1484.72","2899658.16","28.00","Indian Hotel Supplies Ltd","+91-86891-25681","59ABCDE3910Z5F1","2025-05-26","2025-09-24","2026-10-07","Kitchen Store","916643","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000892",30,"Hotel Item 892","Bathroom Supplies",1703,255,4768,"bottles","1441.19","2454346.57","5.00","Hotel Essentials India","+91-62818-19072","63ABCDE8638Z5F1","2025-05-18","2025-08-21","2026-06-20","Main Store","484032","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000893",26,"Hotel Item 893","Bathroom Supplies",1168,175,3270,"packets","1306.12","1525548.16","18.00","Indian Hotel Supplies Ltd","+91-72742-97937","93ABCDE9140Z5F1","2025-07-04","2025-09-19",NULL,"Kitchen Store","283884","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000894",1,"Hotel Item 894","Bathroom Supplies",605,90,1694,"rolls","1112.85","673274.25","28.00","Hotel Essentials India","+91-83949-88587","28ABCDE3850Z5F1","2025-05-23","2025-09-11","2027-10-24","Main Store","610294","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000895",44,"Hotel Item 895","Amenities",2202,330,6165,"packets","359.83","792345.66","18.00","Hotel Essentials India","+91-91806-99350","88ABCDE8845Z5F1","2025-04-29","2025-09-26","2028-02-03","Housekeeping Store","938510","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000896",33,"Hotel Item 896","Room Supplies",2456,368,6876,"rolls","1492.11","3664622.16","28.00","Indian Hotel Supplies Ltd","+91-67306-40390","39ABCDE3420Z5F1","2025-07-08","2025-09-14",NULL,"Housekeeping Store","188140","2025-08-19 00:00:00","2025-08-19 00:00:00"
